event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
WA State U15/17s & Modified Session,2021-05-16,female,Gabrielle Mclean,48.95,-40,40,44,52,-56,-56,44,52,96
WA State U15/17s & Modified Session,2021-05-16,female,Manaia Kainuku,49.80,48,50,52,58,61,64,52,64,116
WA State U15/17s & Modified Session,2021-05-16,female,Grace Tjerkstra,54.05,48,50,-52,60,-63,63,50,63,113
WA State U15/17s & Modified Session,2021-05-16,female,Emily Cook,54.75,47,50,-53,60,-63,-63,50,60,110
WA State U15/17s & Modified Session,2021-05-16,female,Kiana Bennett-Tamati,54.95,-62,-62,-62,0,0,0,0,0,0
WA State U15/17s & Modified Session,2021-05-16,female,Olivia Socratous,56.70,41,44,-46,50,53,55,44,55,99
WA State U15/17s & Modified Session,2021-05-16,female,Charlotte Saxton,64.00,50,54,-57,60,-65,65,54,65,119
WA State U15/17s & Modified Session,2021-05-16,female,Tanaya Quinsee,67.45,69,72,-75,84,88,-90,72,88,160
WA State U15/17s & Modified Session,2021-05-16,female,Sharni Quinsee,66.50,60,-64,64,68,72,75,64,75,139
WA State U15/17s & Modified Session,2021-05-16,female,Jessica Brook,68.65,41,43,-45,45,47,50,43,50,93
WA State U15/17s & Modified Session,2021-05-16,female,Mia Southam,85.75,48,51,-53,64,67,70,51,70,121
WA State U15/17s & Modified Session,2021-05-16,male,Jed Stanley,42.30,30,-33,33,42,44,-46,33,44,77
WA State U15/17s & Modified Session,2021-05-16,male,Emidio Pileggi,37.90,30,32,34,39,-42,42,34,42,76
WA State U15/17s & Modified Session,2021-05-16,male,Alexander Hodgins,60.30,-50,-50,50,67,72,-75,50,72,122
WA State U15/17s & Modified Session,2021-05-16,male,Aedam Quinn,65.25,43,47,50,62,67,70,50,70,120
WA State U15/17s & Modified Session,2021-05-16,male,Lachlan Turton,70.15,63,67,71,85,90,-93,71,90,161
WA State U15/17s & Modified Session,2021-05-16,male,Benjamin La Cunza-Watson,77.20,80,85,-88,105,110,115,85,115,200
WA State U15/17s & Modified Session,2021-05-16,male,Jarrod Poole,73.85,58,63,70,-69,69,74,70,74,144
WA State U15/17s & Modified Session,2021-05-16,male,Jaeden Carlyon,85.55,82,86,90,106,111,115,90,115,205
WA State U15/17s & Modified Session,2021-05-16,male,Adam Mcwhinnie,88.65,70,-75,75,90,-95,95,75,95,170
WA State U15/17s & Modified Session,2021-05-16,male,Benjamin Lee,87.80,40,-43,43,50,-55,-60,43,50,93
WA State U15/17s & Modified Session,2021-05-16,male,Jett Hoover,92.30,72,76,80,-100,100,-110,80,100,180
