event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Crossfit Mandurah Club Comp,2014-05-10,female,Georgina Lock,52.30,47,50,54,58,63,-66,54,63,117
Crossfit Mandurah Club Comp,2014-05-10,female,Nadine O'Connor,54.60,30,35,-34,40,43,-46,35,43,78
Crossfit Mandurah Club Comp,2014-05-10,female,Roxanne Walker,62.50,-65,65,70,78,83,-85,70,83,153
Crossfit Mandurah Club Comp,2014-05-10,female,Carlie Menzies,62.50,45,-42,-43,55,58,-61,45,58,103
Crossfit Mandurah Club Comp,2014-05-10,female,Tegan Mansfield,62.70,40,43,46,55,-58,-58,46,55,101
Crossfit Mandurah Club Comp,2014-05-10,female,Joanne Gallerno,64.80,30,35,-36,45,48,50,35,50,85
Crossfit Mandurah Club Comp,2014-05-10,female,Janelle Hauti,73.70,-57,57,-61,-65,70,76,57,76,133
Crossfit Mandurah Club Comp,2014-05-10,female,Caity Bearman,71.60,-47,47,50,60,63,-65,50,63,113
Crossfit Mandurah Club Comp,2014-05-10,female,Rhiarn Baker,70.80,40,-43,43,50,-55,55,43,55,98
Crossfit Mandurah Club Comp,2014-05-10,female,Rhyana Edwards,97.10,30,-33,-36,40,-45,-46,30,40,70
Crossfit Mandurah Club Comp,2014-05-10,female,Bronwyn Mckay,53.40,35,38,-41,55,-60,-60,38,55,93
Crossfit Mandurah Club Comp,2014-05-10,female,Kelliann Brady,53.00,29,-31,-31,45,-48,48,29,48,77
Crossfit Mandurah Club Comp,2014-05-10,female,Vanessah Brown,60.80,25,30,35,40,43,46,35,46,81
Crossfit Mandurah Club Comp,2014-05-10,male,Adam Wanstall,81.70,85,-88,-88,105,110,-116,85,110,195
Crossfit Mandurah Club Comp,2014-05-10,male,Sam Beechey,82.90,80,-85,-86,105,110,115,80,115,195
Crossfit Mandurah Club Comp,2014-05-10,male,Lionel Murphy,82.10,-60,60,65,88,92,-95,65,92,157
Crossfit Mandurah Club Comp,2014-05-10,male,Ryan Woodhall,86.60,90,95,102,130,135,-140,102,135,237
Crossfit Mandurah Club Comp,2014-05-10,male,Chris Gill,90.80,-85,85,90,115,123,-130,90,123,213
Crossfit Mandurah Club Comp,2014-05-10,male,Clinton Mckay,97.10,85,90,95,110,-115,-115,95,110,205
