event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Queensland Cup,2017-10-07,female - F48,Robin Parr,46.95,38,42,44,54,57,59,44,59,103
Queensland Cup,2017-10-07,female - F48,Chelsea Nicoll,47.20,42,45,-48,50,-55,-55,45,50,95
Queensland Cup,2017-10-07,female - F48,Lauren Hastings,45.55,28,30,32,42,44,-46,32,44,76
Queensland Cup,2017-10-07,female - F48,Mia Johnson,46.90,24,-27,-28,29,32,-35,24,32,56
Queensland Cup,2017-10-07,female - F48,Stella Roberts,44.20,16,18,20,19,23,25,20,25,45
Queensland Cup,2017-10-07,female - F53,Maddison Power,52.85,50,52,54,61,64,67,54,67,121
Queensland Cup,2017-10-07,female - F55,Rachel Nicola,52.95,47,50,-52,70,72,74,50,74,124
Queensland Cup,2017-10-07,female - F58,Erika Yamasaki,57.95,70,0,0,90,0,0,70,90,160
Queensland Cup,2017-10-07,female - F58,Stefani Jenner,56.30,25,28,-31,33,37,41,28,41,69
Queensland Cup,2017-10-07,female - F63,Jacinta Carroll,59.40,70,74,-78,-90,93,96,74,96,170
Queensland Cup,2017-10-07,female - F63,Brittany Gibson,61.60,48,52,-55,62,67,71,52,71,123
Queensland Cup,2017-10-07,female - F63,Tanya Eames,62.80,49,52,54,64,-68,68,54,68,122
Queensland Cup,2017-10-07,female - F69,Tessa Milton,66.00,70,75,80,85,90,95,80,95,175
Queensland Cup,2017-10-07,female - F69,Mikaela Dorge,66.60,55,58,-60,69,72,74,58,74,132
Queensland Cup,2017-10-07,female - F75,Ilease Lorberg,70.45,-60,60,65,82,83,88,65,88,153
Queensland Cup,2017-10-07,female - F75,Amie Cox,74.70,65,68,-70,79,-82,-82,68,79,147
Queensland Cup,2017-10-07,female - F75,Maddie Joslin,71.20,40,47,52,62,66,70,52,70,122
Queensland Cup,2017-10-07,female - F76,Rachael Robinson,73.85,60,64,-68,78,-82,82,64,82,146
Queensland Cup,2017-10-07,female - F76,Angela Barnas,72.65,55,59,-63,75,-80,-80,59,75,134
Queensland Cup,2017-10-07,female - F90,Cassie Todd,89.75,65,68,71,93,97,102,71,102,173
Queensland Cup,2017-10-07,female - F90,Tise Jubilee Aaifou,87.00,63,68,71,79,84,87,71,87,158
Queensland Cup,2017-10-07,female - F90,Amy Siebenhausen,88.50,62,66,70,80,-85,-85,70,80,150
Queensland Cup,2017-10-07,female - F90,Sara Seagrave,79.10,57,-60,-60,-77,80,83,57,83,140
Queensland Cup,2017-10-07,female - F90,Erica Hamilton,86.95,36,40,44,60,64,68,44,68,112
Queensland Cup,2017-10-07,male - M56,Jett Gaffney,55.80,60,65,70,75,84,90,70,90,160
Queensland Cup,2017-10-07,male - M56,Harper Manz,50.00,32,36,40,37,42,46,40,46,86
Queensland Cup,2017-10-07,male - M56,Lewis Coote,46.30,22,25,27,33,37,-40,27,37,64
Queensland Cup,2017-10-07,male - M56,Asher Manz,31.35,21,-23,25,28,30,33,25,33,58
Queensland Cup,2017-10-07,male - M56,Xavier Cooper,34.60,20,23,25,30,32,33,25,33,58
Queensland Cup,2017-10-07,male - M56,Raiden Ross,31.35,21,23,-25,28,30,32,23,32,55
Queensland Cup,2017-10-07,male - M62,Quyen Nguyen,60.45,62,67,-72,85,90,98,67,98,165
Queensland Cup,2017-10-07,male - M69,Andrew Sweeney,68.75,60,70,80,80,90,100,80,100,180
Queensland Cup,2017-10-07,male - M73,Lincoln Hanson,73.00,85,90,-95,108,114,-120,90,114,204
Queensland Cup,2017-10-07,male - M77,Jake Jacquin,73.35,87,92,97,117,-123,130,97,130,227
Queensland Cup,2017-10-07,male - M77,Alistair Milliken,71.45,90,95,100,112,117,123,100,123,223
Queensland Cup,2017-10-07,male - M77,Brendan Lam,76.50,85,90,95,108,114,123,95,123,218
Queensland Cup,2017-10-07,male - M77,Alan (Songhwan) Park,76.60,90,95,98,110,-115,-117,98,110,208
Queensland Cup,2017-10-07,male - M77,Joel Richards,74.30,82,87,-92,-103,103,110,87,110,197
Queensland Cup,2017-10-07,male - M77,Sam Jansson,76.40,77,82,-85,105,112,-116,82,112,194
Queensland Cup,2017-10-07,male - M81,Steven Graham,75.10,68,72,75,-95,95,101,75,101,176
Queensland Cup,2017-10-07,male - M85,Ben Shaw,84.85,-125,125,-130,152,156,-160,125,156,281
Queensland Cup,2017-10-07,male - M85,Rudolf Van Der Merwe,84.95,-120,120,124,150,155,-158,124,155,279
Queensland Cup,2017-10-07,male - M85,James Norman,82.30,112,117,-122,143,-148,0,117,143,260
Queensland Cup,2017-10-07,male - M85,Lachlan Brien,80.95,95,100,105,121,126,130,105,130,235
Queensland Cup,2017-10-07,male - M85,Philip Chan,84.00,85,90,-95,115,-120,120,90,120,210
Queensland Cup,2017-10-07,male - M89,Norman Hanna,84.95,72,75,78,113,118,123,78,123,201
Queensland Cup,2017-10-07,male - M94,Jeb Wesener,92.85,110,116,-120,140,-147,148,116,148,264
Queensland Cup,2017-10-07,male - M94,Morgan Michel,88.45,96,102,-110,135,140,-145,102,140,242
Queensland Cup,2017-10-07,male - M96,Adrian Lamond,95.55,-94,-94,94,128,-132,135,94,135,229
Queensland Cup,2017-10-07,male - M105,Royce Dunne,102.30,120,125,130,150,155,-160,130,155,285
Queensland Cup,2017-10-07,male - M105,John Downes,94.25,105,110,115,130,-135,138,115,138,253
Queensland Cup,2017-10-07,male - M105,Adam Smidt,98.15,95,100,105,123,128,133,105,133,238
Queensland Cup,2017-10-07,male - M105,Daniel Morrison,103.35,95,100,-103,120,-129,-130,100,120,220
Queensland Cup,2017-10-07,male - M105,Artemio Pocio,100.45,80,85,90,120,125,-130,90,125,215
Queensland Cup,2017-10-07,male - M105,William Findlay,96.75,85,90,95,110,115,-120,95,115,210
Queensland Cup,2017-10-07,male - M105,Darren Tuck,103.05,-85,85,90,100,105,110,90,110,200
Queensland Cup,2017-10-07,male - M105,Matthew Rowland,102.90,47,49,52,65,70,75,52,75,127
Queensland Cup,2017-10-07,male - M109,Scott Mark,102.15,55,58,65,83,87,-93,65,87,152
Queensland Cup,2017-10-07,male - M109+,Jackson Solofa,131.65,135,140,-145,161,170,-177,140,170,310
Queensland Cup,2017-10-07,male - M105+,Tim Labinsky,132.70,85,90,93,110,115,120,93,120,213
Queensland Cup,2017-10-07,male - M105+,Jack Major,111.35,80,85,-93,105,111,119,85,119,204
