event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
NTWA Open and Masters Competition,2014-10-05,female,Kelly Cattell,47.56,-41,41,-42,57,-59,59,41,59,100
NTWA Open and Masters Competition,2014-10-05,female,Elizabeth Schenk,51.32,13,14,15,18,19,20,15,20,35
NTWA Open and Masters Competition,2014-10-05,female,Jennifer Francis,57.28,46,48,-50,58,-60,60,48,60,108
NTWA Open and Masters Competition,2014-10-05,female,Lulu Fogg,56.88,-30,30,32,35,37,40,32,40,72
NTWA Open and Masters Competition,2014-10-05,female,Naomi Rodriquez,62.92,-55,55,-60,60,65,70,55,70,125
NTWA Open and Masters Competition,2014-10-05,female,Jane Mackie,65.54,25,27,30,30,32,35,30,35,65
NTWA Open and Masters Competition,2014-10-05,male,Terrence Munro,66.34,40,45,-50,53,-58,-63,45,53,98
NTWA Open and Masters Competition,2014-10-05,male,Michael Tanna,74.06,85,90,-93,-108,108,110,90,110,200
NTWA Open and Masters Competition,2014-10-05,male,Andrew Rideout,81.20,70,76,78,97,102,105,78,105,183
NTWA Open and Masters Competition,2014-10-05,male,Michael Jones,85.94,90,95,100,110,116,122,100,122,222
NTWA Open and Masters Competition,2014-10-05,male,Mathew Letts,91.72,65,70,-75,85,90,95,70,95,165
NTWA Open and Masters Competition,2014-10-05,male,Chris Medcraft,93.22,-102,-102,-102,0,0,0,0,0,0
NTWA Open and Masters Competition,2014-10-05,male,Joshua Nisbet,102.46,65,70,-75,97,102,107,70,107,177
