event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Omni Weightlifting Open ,2026-03-01,female - F53,Jianne Gungon,48.75,60,64,-67,75,80,84,64,84,148
Omni Weightlifting Open ,2026-03-01,female - F58,Kristine Telfer,56.45,50,54,-57,-65,65,68,54,68,122
Omni Weightlifting Open ,2026-03-01,female - F58,La Min Htun,54.25,35,38,41,48,-52,52,41,52,93
Omni Weightlifting Open ,2026-03-01,female - F58,Maria Mariano,56.15,30,32,34,38,40,42,34,42,76
Omni Weightlifting Open ,2026-03-01,female - F63,Linda Nguyen,59.05,55,-58,60,70,74,76,60,76,136
Omni Weightlifting Open ,2026-03-01,female - F77,Ailsa Nguyen,69.15,-32,32,35,43,46,-50,35,46,81
Omni Weightlifting Open ,2026-03-01,male - M71,Joseph Abarca,69.85,75,78,-81,100,105,-108,78,105,183
Omni Weightlifting Open ,2026-03-01,male - M79,Nelson Cheng,71.25,98,101,-104,128,132,135,101,135,236
Omni Weightlifting Open ,2026-03-01,male - M79,Tasman Sutton,74.35,85,90,-95,115,120,-125,90,120,210
Omni Weightlifting Open ,2026-03-01,male - M79,Aris Katsikis,78.95,92,-96,-100,111,116,-120,92,116,208
Omni Weightlifting Open ,2026-03-01,male - M79,Mohamad Abdulrazak,78.35,82,87,91,116,-117,-123,91,116,207
Omni Weightlifting Open ,2026-03-01,male - M79,Simon De Greyte,76.55,68,-69,72,87,91,95,72,95,167
Omni Weightlifting Open ,2026-03-01,male - M88,Genesis Angeles,84.05,80,85,-90,100,106,110,85,110,195
Omni Weightlifting Open ,2026-03-01,male - M88,Bradley Mcclelland,87.05,-80,81,83,100,105,-110,83,105,188
Omni Weightlifting Open ,2026-03-01,male - M88,Marcel Wiles,81.25,63,67,-71,90,95,100,67,100,167
Omni Weightlifting Open ,2026-03-01,male - M94,Daniel Cifuentes,89.85,-85,85,92,112,117,-121,92,117,209
Omni Weightlifting Open ,2026-03-01,male - M110,Andrew Tran,99.95,85,90,-95,110,115,-121,90,115,205
Omni Weightlifting Open ,2026-03-01,male - M110,Myung Chun Kang,105.45,70,74,80,100,105,-110,80,105,185
Omni Weightlifting Open ,2026-03-01,male - M110,Alexander Steinkamp,101.05,75,80,83,95,100,-105,83,100,183
Omni Weightlifting Open ,2026-03-01,male - M110+,Nahir Malki,129.65,100,105,110,124,0,0,110,124,234
Omni Weightlifting Open ,2026-03-01,male - M110+,Kieran Nevins,111.95,80,86,90,115,120,-124,90,120,210
