event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 2 - Milton,2013-06-01,female,Ashlie Beauchamp,38.00,10,11,12,13,14,-15,12,14,26
JME Qld Club Challenge Round 2 - Milton,2013-06-01,female,Larnie Beauchamp,49.50,22,-24,24,27,29,31,24,31,55
JME Qld Club Challenge Round 2 - Milton,2013-06-01,female,Jenna Steward,62.95,31,33,-35,40,43,45,33,45,78
JME Qld Club Challenge Round 2 - Milton,2013-06-01,female,Laura Rey,64.05,33,35,-37,44,47,49,35,49,84
JME Qld Club Challenge Round 2 - Milton,2013-06-01,female,Wendy Pakchung,57.90,20,22,-24,23,25,-28,22,25,47
JME Qld Club Challenge Round 2 - Milton,2013-06-01,female,Marie Brett,60.05,34,-36,36,45,-47,-47,36,45,81
JME Qld Club Challenge Round 2 - Milton,2013-06-01,female,Sue Cox,67.95,42,44,46,53,55,57,46,57,103
JME Qld Club Challenge Round 2 - Milton,2013-06-01,male,Finn Dargavel,45.10,19,21,-22,26,-28,28,21,28,49
JME Qld Club Challenge Round 2 - Milton,2013-06-01,male,James Pakchung,77.00,88,90,93,105,110,113,93,113,206
JME Qld Club Challenge Round 2 - Milton,2013-06-01,male,Andrew Cook,72.00,69,71,75,91,93,95,75,95,170
JME Qld Club Challenge Round 2 - Milton,2013-06-01,male,Christian Hopper,90.40,100,105,-108,122,127,130,105,130,235
JME Qld Club Challenge Round 2 - Milton,2013-06-01,male,Patrick Ransom,86.25,57,62,70,-75,80,83,70,83,153
JME Qld Club Challenge Round 2 - Milton,2013-06-01,male,Joseph Marshman,88.75,35,37,40,45,50,53,40,53,93
