event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F55,Janaya Nikora,53.80,58,61,-64,77,80,83,61,83,144
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F55,Robin Parr,54.52,46,49,51,66,69,-72,51,69,120
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F55,Lucy Webb,49.18,21,24,27,27,31,35,27,35,62
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F59,Sarah Hearn,59.00,62,65,-67,-85,85,-88,65,85,150
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F59,Hayley Ward,56.24,-61,61,64,79,82,-85,64,82,146
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F59,Roslyn Mangulabnan,56.84,50,-54,55,65,69,72,55,72,127
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F59,Annabelle Woolcock,58.26,41,45,48,52,56,60,48,60,108
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F64,Alecha Mahoney-Piva,62.74,60,64,68,81,85,-89,68,85,153
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F64,Deborah Schedue,62.62,35,38,41,52,56,-60,41,56,97
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F71,Olivia Kelly,70.90,84,-87,87,-108,113,0,87,113,200
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F71,Lydia Olsen,70.70,70,74,-77,92,-97,0,74,92,166
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F71,Grace Davies,65.76,58,62,65,73,77,80,65,80,145
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F71,Marian Wright,67.60,48,51,-53,-67,67,70,51,70,121
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F71,Emma Garrett,66.44,37,40,43,49,53,57,43,57,100
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F71,Meg Emerton,66.54,38,40,-41,48,50,-52,40,50,90
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F76,Tamara Dinsmore,75.86,74,78,82,105,109,113,82,113,195
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F76,Jessica Watzek,73.20,44,48,51,64,68,72,51,72,123
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F81,Erica Hamilton,76.62,63,67,70,83,87,-90,70,87,157
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,female - F87+,Charisma Amoe-Tarrant,145.82,101,106,-111,140,-145,-153,106,140,246
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,male - M55,Ashton Johnson,54.88,21,24,27,30,34,38,27,38,65
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,male - M67,Kapil Kumar,65.56,67,-71,71,88,93,97,71,97,168
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,male - M73,Hashm Albarki,72.30,-87,-87,87,107,113,-118,87,113,200
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,male - M73,Harry Johnson,71.62,70,75,78,90,95,-100,78,95,173
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,male - M73,Joshua Swanepoel,72.06,32,36,40,60,65,70,40,70,110
Again Faster Cougars Cup in conjunction with QWA Club Challenge Rd 3,2020-12-12,male - M81,Kevin Tam,80.46,80,84,-88,112,118,-124,84,118,202
