meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Utah State Championships,2017-01-21,Open Men's 105 kg,Brogan Walters,100.2,115,122,-129,-143,-145,147,122,147,269
Utah State Championships,2017-01-21,Open Men's+105 kg,Sam Burnett,105.15,-120,120,-130,143,146,-150,120,146,266
Utah State Championships,2017-01-21,Open Men's 105 kg,Michael Marks,103.45,120,-125,-128,135,138,140,120,140,260
Utah State Championships,2017-01-21,Open Men's 105 kg,Joseph Nicholes,100.5,100,105,-110,140,145,150,105,150,255
Utah State Championships,2017-01-21,Open Men's 94 kg,William Schmitz,93.4,105,112,-117,130,137,-143,112,137,249
Utah State Championships,2017-01-21,Open Men's 77 kg,Connor Houghton,75.85,105,108,111,132,136,-140,111,136,247
Utah State Championships,2017-01-21,Open Men's 94 kg,Reilly Kelly-Bloxham,92,106,-108,108,138,-142,-145,108,138,246
Utah State Championships,2017-01-21,Open Men's 105 kg,Nicholas Bruce,103,112,-120,-122,125,130,-131,112,130,242
Utah State Championships,2017-01-21,Open Men's 77 kg,Sean Wood,75.65,102,107,112,130,-137,-137,112,130,242
Utah State Championships,2017-01-21,Open Men's 94 kg,Wade Millward,87.25,105,-110,111,125,128,-132,111,128,239
Utah State Championships,2017-01-21,Open Men's 94 kg,Brad Howard,91.95,95,100,-108,127,133,139,100,139,239
Utah State Championships,2017-01-21,Open Men's 85 kg,Ryan Otterson,81.55,100,104,108,125,130,-135,108,130,238
Utah State Championships,2017-01-21,Open Men's 85 kg,Kenneth Bass,81.4,101,-104,104,125,130,-134,104,130,234
Utah State Championships,2017-01-21,Open Men's 69 kg,Levi Nielson,68.95,98,103,107,121,126,-131,107,126,233
Utah State Championships,2017-01-21,Open Men's 77 kg,Quin Vu,74.35,-98,102,-105,120,125,130,102,130,232
Utah State Championships,2017-01-21,Open Men's 94 kg,T. Chad Baird,89.35,102,-111,-111,-125,125,-138,102,125,227
Utah State Championships,2017-01-21,Open Men's 94 kg,Saul Torres,88.45,93,97,102,116,120,124,102,124,226
Utah State Championships,2017-01-21,Open Men's 105 kg,Alex LaFreniere,104.2,95,102,-106,120,-127,-131,102,120,222
Utah State Championships,2017-01-21,Open Men's 105 kg,Nahuel Martinez,104.5,-93,93,-100,115,121,128,93,128,221
Utah State Championships,2017-01-21,Open Men's 85 kg,Devon Erwin,77.9,95,98,-102,118,122,-126,98,122,220
Utah State Championships,2017-01-21,Open Men's 85 kg,Spencer Anderson,83.5,90,95,100,-115,115,120,100,120,220
Utah State Championships,2017-01-21,Open Men's+105 kg,Blake Fenn,114,85,94,100,111,118,-127,100,118,218
Utah State Championships,2017-01-21,Open Men's 85 kg,Hayden Haslam,80.5,93,96,-101,118,121,-125,96,121,217
Utah State Championships,2017-01-21,Open Men's 105 kg,David Johnson,102.55,85,90,-94,115,-120,121,90,121,211
Utah State Championships,2017-01-21,Open Men's 69 kg,Edgar Ramirez,68.75,-86,-86,87,110,114,119,87,119,206
Utah State Championships,2017-01-21,Open Men's 85 kg,Thomas Greding,85,85,89,-93,110,115,-118,89,115,204
Utah State Championships,2017-01-21,Open Men's 85 kg,Billy Aguilar,83.4,85,88,-91,111,114,116,88,116,204
Utah State Championships,2017-01-21,Open Men's 77 kg,Luis Gomez,76.2,88,-92,-94,108,111,115,88,115,203
Utah State Championships,2017-01-21,Open Men's 105 kg,Jacob Paxman,101.85,82,85,-88,104,110,113,85,113,198
