meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Atlantic States Open Weightlifting,2013-03-03,Open Men's 94 kg,Thomas Sullivan,86.42,120,125,125,147,155,160,125,160,285
Atlantic States Open Weightlifting,2013-03-03,Open Men's 94 kg,Stephen Zito,91.5,117,122,127,150,154,156,127,156,283
Atlantic States Open Weightlifting,2013-03-03,Open Men's 94 kg,Craig Buckley,92.96,127,127,128,150,155,155,128,155,283
Atlantic States Open Weightlifting,2013-03-03,Open Men's 94 kg,Michael Craven,92.18,109,112,112,143,148,148,112,148,260
Atlantic States Open Weightlifting,2013-03-03,Open Men's 105 kg,Andrew Romeo,95.16,106,112,115,122,127,132,115,132,247
Atlantic States Open Weightlifting,2013-03-03,Open Men's 77 kg,Nathan Pagan,76.54,98,102,105,133,137,140,105,140,245
Atlantic States Open Weightlifting,2013-03-03,Open Men's 105 kg,Derek Pontier,102.72,98,103,108,135,135,135,108,135,243
Atlantic States Open Weightlifting,2013-03-03,Open Men's 105 kg,Daniel Marrone,99,105,110,112,125,125,130,112,130,242
Atlantic States Open Weightlifting,2013-03-03,Open Men's 85 kg,William Stearns,84.3,82,97,100,128,132,135,100,135,235
Atlantic States Open Weightlifting,2013-03-03,Open Men's+105 kg,Gary Valentine,117.86,86,92,103,105,128,132,103,132,235
Atlantic States Open Weightlifting,2013-03-03,Open Men's 69 kg,Amaurys Almanzar,63.5,95,100,102,117,122,126,102,126,228
Atlantic States Open Weightlifting,2013-03-03,Open Men's 85 kg,Daniel Reynolds,84.74,98,98,102,123,125,125,102,125,227
Atlantic States Open Weightlifting,2013-03-03,Open Men's 105 kg,James Tibbetts,99.52,83,87,91,125,129,134,91,134,225
Atlantic States Open Weightlifting,2013-03-03,Open Men's 85 kg,Mark DiSanto,79.54,92,92,98,115,120,125,98,125,223
Atlantic States Open Weightlifting,2013-03-03,Open Men's 69 kg,Timothy Blair,68.76,92,97,100,111,116,118,100,118,218
