meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Team Georgia Spring Classic,2015-03-28,Open Men's 105 kg,Evan Graybill,104.8,140,147,-152,-167,177,182,147,182,329
Team Georgia Spring Classic,2015-03-28,Open Men's 85 kg,Seán Brown,80.9,113,116,120,147,-150,150,120,150,270
Team Georgia Spring Classic,2015-03-28,Open Men's 77 kg,Spencer Arnold,76.8,115,118,121,135,140,144,121,144,265
Team Georgia Spring Classic,2015-03-28,Open Men's 105 kg,Robert Kimball,103,108,-111,-111,135,-141,-143,108,135,243
Team Georgia Spring Classic,2015-03-28,Open Men's 85 kg,Austin Gean,81,100,105,-110,-125,-125,125,105,125,230
Team Georgia Spring Classic,2015-03-28,Open Men's 85 kg,Jonah Matthes,84.4,105,-110,-110,125,-130,-130,105,125,230
Team Georgia Spring Classic,2015-03-28,Open Men's 77 kg,Anthony Assad,75.6,105,-110,-113,115,-120,120,105,120,225
Team Georgia Spring Classic,2015-03-28,Open Men's 85 kg,Christopher Crowder,85,100,105,-108,-120,120,-125,105,120,225
Team Georgia Spring Classic,2015-03-28,Open Men's 77 kg,Sean Blair,77,90,-95,100,120,-125,-125,100,120,220
Team Georgia Spring Classic,2015-03-28,Men's 14-15 Age Group +85 kg,Jackson Ramey,108.9,90,95,-101,-110,110,115,95,115,210
Team Georgia Spring Classic,2015-03-28,Open Men's 105 kg,Caleb Auer,103.2,80,85,90,105,110,115,90,115,205
Team Georgia Spring Classic,2015-03-28,Open Men's 94 kg,Justin Cantrell,92.3,83,86,-89,98,104,106,86,106,192
Team Georgia Spring Classic,2015-03-28,Open Men's 94 kg,Andre Urquiza,93.8,82,-87,89,97,102,-107,89,102,191
Team Georgia Spring Classic,2015-03-28,Open Men's 77 kg,Will Said,75,85,-90,-90,105,-111,-112,85,105,190
Team Georgia Spring Classic,2015-03-28,Open Men's 94 kg,Jason Parks,93.3,-75,75,80,100,105,110,80,110,190
Team Georgia Spring Classic,2015-03-28,Open Men's+105 kg,Roman Simpson,120.4,75,-80,80,95,100,105,80,105,185
Team Georgia Spring Classic,2015-03-28,Open Men's 69 kg,Stan (Tre') Luttrell,67.6,78,83,-87,95,100,-105,83,100,183
Team Georgia Spring Classic,2015-03-28,Open Men's 85 kg,Austin Pierce,79,70,74,77,97,-103,103,77,103,180
