meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Future Oly Spring Lift,2015-04-11,Open Men's 94 kg,Joseph McCray,89.41,84,-92,92,111,117,124,92,124,216
Future Oly Spring Lift,2015-04-11,Open Men's 85 kg,Shawn Bissen,85,85,90,92,115,120,123,92,123,215
Future Oly Spring Lift,2015-04-11,Men's 14-15 Age Group 77 kg,Jaylien Duncan,70.8,65,67,75,-80,80,-85,75,80,155
Future Oly Spring Lift,2015-04-11,Open Men's 77 kg,Tayon Vereen,76.4,65,-70,-70,-85,85,90,65,90,155
Future Oly Spring Lift,2015-04-11,Men's 14-15 Age Group 62 kg,Eugene Sanchell,56.6,-62,-62,62,70,75,80,62,80,142
Future Oly Spring Lift,2015-04-11,Open Men's 77 kg,Zachary Lamson,71.4,55,57,60,75,80,-82,60,80,140
Future Oly Spring Lift,2015-04-11,Men's 14-15 Age Group 50 Kg,Terry Roberson,45.8,55,57,-60,70,75,78,57,78,135
Future Oly Spring Lift,2015-04-11,Women's 13 Under Age Group +58 Kg,Nia Walker,80.6,52,55,-57,70,73,-75,55,73,128
Future Oly Spring Lift,2015-04-11,Open Men's 62 kg,Mark Miller,58.8,47,50,-50,75,-80,-80,50,75,125
Future Oly Spring Lift,2015-04-11,Women's 13 Under Age Group +58 Kg,Tacara Frazier,69.6,42,47,-50,55,59,-62,47,59,106
Future Oly Spring Lift,2015-04-11,Women's 14-15 Age Group 69 kg,Janiah Jones,64.2,42,-47,-47,52,57,59,42,59,101
Future Oly Spring Lift,2015-04-11,Open Men's 77 kg,Zaire Anderson,74,92,97,-100,-120,-120,-120,97,0,97
Future Oly Spring Lift,2015-04-11,{'type': 'unset'},Stacy Jones,35.4,20,24,26,30,33,35,26,35,61
Future Oly Spring Lift,2015-04-11,Women's 13 Under Age Group 39kg,Tayla Vereen,37,15,20,22,25,27,-30,22,27,49
Future Oly Spring Lift,2015-04-11,Men's 13 Under Age Group 56 Kg,Keontay Price,53.6,10,16,20,22,25,27,20,27,47
Future Oly Spring Lift,2015-04-11,Men's 13 Under Age Group 31 Kg,Jalieol Hodges,30.2,15,17,-20,20,25,27,17,27,44
Future Oly Spring Lift,2015-04-11,Men's 13 Under Age Group 35 Kg,Frank Frazier,33,12,14,17,20,-25,25,17,25,42
Future Oly Spring Lift,2015-04-11,{'type': 'unset'},Ahmad Minor,35.6,10,12,-13,15,17,20,12,20,32
