meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Titan Championships,2022-04-09,Open Men's 96kg,Noah Bradley,92.6,112,-117,-118,143,-150,-152,112,143,255
Titan Championships,2022-04-09,Open Men's 89kg,Hunter Warmack,88.4,96,102,110,127,135,-143,110,135,245
Titan Championships,2022-04-09,Junior Men's 96kg,Jacob Smitka,89.9,105,109,-113,130,136,-142,109,136,245
Titan Championships,2022-04-09,Junior Men's 89kg,Grant Fristo,88.8,105,109,112,124,128,132,112,132,244
Titan Championships,2022-04-09,Open Men's 89kg,Gerald Pena,88.9,100,104,-108,133,-138,-143,104,133,237
Titan Championships,2022-04-09,Open Men's 81kg,Stav Caplan,80.6,90,95,102,117,124,130,102,130,232
Titan Championships,2022-04-09,Open Men's 89kg,Justin Miller,84.4,86,89,94,114,118,-125,94,118,212
Titan Championships,2022-04-09,Men's Masters (35-39) 109kg,Richard Hauck,108.4,85,88,91,115,118,121,91,121,212
Titan Championships,2022-04-09,Open Men's 96kg,Andrew Grobe,92.4,85,90,-95,100,105,110,90,110,200
Titan Championships,2022-04-09,Open Women's 87kg,Alissa Myers,85.8,75,-80,83,95,100,103,83,103,186
Titan Championships,2022-04-09,Open Men's 96kg,Ethan Wyse,91.4,78,82,85,-93,93,-97,85,93,178
Titan Championships,2022-04-09,Men's 16-17 Age Group 67kg,Braden Winslow,64.8,65,-69,69,75,81,86,69,86,155
Titan Championships,2022-04-09,Men's Masters (55-59) 109kg,Steven Griffith,102.5,58,61,-64,85,89,93,61,93,154
Titan Championships,2022-04-09,Women's 14-15 Age Group 71kg,Addison Griffith,64.4,60,63,-66,71,75,-77,63,75,138
Titan Championships,2022-04-09,Women's Masters (35-39) 87kg,Christian Kennedy,85.4,55,58,60,70,74,77,60,77,137
Titan Championships,2022-04-09,Women's 16-17 Age Group 59kg,Addison Comstock,58.5,55,58,60,71,74,77,60,77,137
Titan Championships,2022-04-09,Women's Masters (35-39) 87kg,Ashley Vernon,86.8,59,62,-67,71,73,-77,62,73,135
Titan Championships,2022-04-09,Women's Masters (35-39) 87kg,Sahn Lucas,82.4,55,-57,58,73,77,-80,58,77,135
Titan Championships,2022-04-09,Men's 16-17 Age Group 89kg,Cyril Smitka,86.1,54,58,-62,72,77,-83,58,77,135
Titan Championships,2022-04-09,Men's 16-17 Age Group 61kg,Logan Bellassai,56.6,56,60,-63,68,73,-77,60,73,133
Titan Championships,2022-04-09,Women's 16-17 Age Group 59kg,Emma Salazar,57.7,51,53,55,70,72,74,55,74,129
Titan Championships,2022-04-09,Open Women's 76kg,Thasadaphone Senthavy,75.7,-48,49,52,65,68,71,52,71,123
Titan Championships,2022-04-09,Women's 14-15 Age Group 59kg,Autumn Sands,58.5,-52,-52,52,65,67,69,52,69,121
Titan Championships,2022-04-09,Men's 14-15 Age Group 61kg,Jack Williams,59,49,52,55,60,63,65,55,65,120
Titan Championships,2022-04-09,Junior Women's 55kg,Joy Haney,52.3,48,50,-52,64,67,69,50,69,119
Titan Championships,2022-04-09,Men's 13 Under Age Group 67kg,Jack Wilson,66.2,47,49,51,64,66,68,51,68,119
Titan Championships,2022-04-09,Women's Masters (40-44) +87kg,Melissa Nichols,89.8,49,52,-55,60,63,66,52,66,118
Titan Championships,2022-04-09,Men's Masters (70-74) 89kg,paul hansen,83.1,42,44,47,52,54,-56,47,54,101
Titan Championships,2022-04-09,Open Women's 64kg,Amy Zulian,64,34,36,-38,46,49,51,36,51,87
Titan Championships,2022-04-09,Men's 13 Under Age Group 44kg,Tucker Brown,41.8,33,-35,35,46,48,50,35,50,85
Titan Championships,2022-04-09,Women's 14-15 Age Group 55kg,Katherine Busenitz,51,34,-37,37,42,45,-47,37,45,82
Titan Championships,2022-04-09,Junior Women's 76kg,Karishma Campos,73.6,27,29,31,40,43,45,31,45,76
Titan Championships,2022-04-09,Women's 16-17 Age Group 64kg,Alexis Hilliard,61.5,25,27,30,38,41,44,30,44,74
Titan Championships,2022-04-09,Men's 13 Under Age Group 36kg,Brody O'Gara,34.8,28,30,32,38,40,42,32,42,74
Titan Championships,2022-04-09,Men's 13 Under Age Group 39kg,Grant Petersen,38.9,26,28,30,36,38,40,30,40,70
Titan Championships,2022-04-09,Women's 13 Under Age Group 45kg,Ivy Weiss,42.3,27,29,-31,36,39,40,29,40,69
Titan Championships,2022-04-09,Women's 14-15 Age Group 55kg,Autumn Hubbard,52.4,26,-28,28,35,38,-41,28,38,66
Titan Championships,2022-04-09,Men's Masters (80+) 81kg,John Simpson,75.5,27,29,30,31,34,35,30,35,65
Titan Championships,2022-04-09,Women's Masters (40-44) 76kg,Benita Jones,72.9,-23,-27,27,30,34,-39,27,34,61
Titan Championships,2022-04-09,Women's Masters (50-54) 59kg,Kolleen Simons,58.6,26,28,-30,30,32,-34,28,32,60
Titan Championships,2022-04-09,Men's 13 Under Age Group 55kg,Emerson Fetters,49.2,23,-25,25,29,30,-32,25,30,55
Titan Championships,2022-04-09,Women's 13 Under Age Group 36kg,Addison Williams,36,20,21,22,26,28,30,22,30,52
Titan Championships,2022-04-09,Men's 13 Under Age Group 39kg,JONAH BAHARIN,38.9,22,-24,-24,26,28,30,22,30,52
Titan Championships,2022-04-09,Men's 13 Under Age Group 36kg,Dominik Cardoni,32.8,-21,21,-23,26,28,-30,21,28,49
Titan Championships,2022-04-09,Women's 13 Under Age Group 55kg,Emilie Holmes,51,15,17,-19,-20,20,-22,17,20,37
Titan Championships,2022-04-09,Men's 13 Under Age Group 32kg,Michael Cardoni,26.8,12,-14,14,16,18,19,14,19,33
Titan Championships,2022-04-09,Men's 13 Under Age Group 32kg,Ren Tse,22.9,-12,12,13,18,20,-21,13,20,33
Titan Championships,2022-04-09,Women's 13 Under Age Group 30kg,NOR AMINA BAHARIN,24.3,8,9,-10,12,13,14,9,14,23
