meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 94 kg,Shaun Monteiro-Tavares,92.5,115,125,132,152,161,166,132,166,298
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 105 kg,Kenly Pena,94.3,-135,-135,135,-160,162,-167,135,162,297
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 85 kg,Jason Longfellow,84.4,116,-121,121,145,-151,151,121,151,272
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 85 kg,Jonathan Morales,84.4,110,115,120,141,146,152,120,152,272
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 94 kg,Bradley Nelson,91.2,103,108,110,140,145,147,110,147,257
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 94 kg,Jared Bornstein,93.4,105,110,115,135,140,-145,115,140,255
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 105 kg,micah sybor,101.8,-109,109,-117,135,140,145,109,145,254
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 105 kg,jordy Callahan,104.4,103,107,111,135,140,-145,111,140,251
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 85 kg,Matthew Bernier,80.8,102,108,113,-132,135,-143,113,135,248
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 85 kg,Steven Eaton,84.4,-113,113,-117,130,-135,-135,113,130,243
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 105 kg,Kirill Gusarov,102.8,97,102,-108,127,133,137,102,137,239
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 69 kg,Duy Doan,68.6,-100,102,105,-130,-130,130,105,130,235
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 94 kg,Mitchell Green,93.5,95,-100,100,-125,125,130,100,130,230
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's+105 kg,Christopher Feldmann,108.4,-100,100,105,112,117,124,105,124,229
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 77 kg,David Giard,75.6,90,93,96,122,126,-130,96,126,222
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 69 kg,Kevin Gronroos,68.7,95,-98,-98,-125,125,-130,95,125,220
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 77 kg,Paul Bosco Jr,76.4,-95,95,-100,120,-125,125,95,125,220
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 105 kg,Jesse Sands,100.7,85,-91,91,115,120,-125,91,120,211
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 85 kg,Aaron Mathews,84.1,91,93,-96,-118,118,-120,93,118,211
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 105 kg,Christopher McCoy,98.8,81,85,88,108,111,116,88,116,204
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 77 kg,Zachary kang,76.9,86,88,-92,-115,115,-118,88,115,203
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's +90 kg,Mackenzie Roy,90.8,84,87,90,107,110,113,90,113,203
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 94 kg,brett scott,92.7,81,84,87,105,110,115,87,115,202
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 77 kg,Hunter Granville,76.8,86,90,-92,101,106,111,90,111,201
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 105 kg,Michael Sullivan,100.9,85,-88,90,105,110,-117,90,110,200
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 85 kg,Zachariah Rollins,83.8,80,85,-90,115,-120,-120,85,115,200
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 94 kg,Ivan Cadiente,91.1,84,88,-94,102,106,110,88,110,198
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 105 kg,Daniel Schuetz,102.4,75,78,82,107,-112,116,82,116,198
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 69 kg,Kathleen O'Neill,68.2,-78,80,82,98,101,104,82,104,186
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's +90 kg,Brittaney Doane,100.5,72,76,80,100,-105,106,80,106,186
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 85 kg,Jeffery DeArruda,83.4,75,-79,-79,100,105,110,75,110,185
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 94 kg,Adam Cloutier,90.1,68,73,-79,102,107,111,73,111,184
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 85 kg,Matthew Sweeney,83.1,68,-76,76,91,96,101,76,101,177
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 69 kg,Christopher Lam,67.1,67,72,77,95,100,-105,77,100,177
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 69 kg,Zachary Golebieski,65.5,73,76,-80,-95,95,-98,76,95,171
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Women's Masters (35-39) 69 kg,Jessica Weisman,68.5,74,79,-82,85,90,-93,79,90,169
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 77 kg,Matthew Channen,72.9,66,69,73,91,95,-100,73,95,168
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 62 kg,Jeremy Rubera,61.6,73,-77,77,90,-96,-96,77,90,167
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 75 kg,Ashley Purple,74.6,78,-81,-83,-87,88,-90,78,88,166
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Women's Masters (35-39) +90 kg,Allie Thorpe,114.8,62,66,69,92,-96,96,69,96,165
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 58 kg,Tiffany Beaupre,55.4,65,68,70,86,90,-93,70,90,160
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 69 kg,Amanda Lee,68.9,65,68,71,78,83,88,71,88,159
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 77 kg,James Aguilar,75.2,-65,-65,66,-89,92,-95,66,92,158
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Women's Masters (35-39) 63 kg,Coleen Crawford,62.3,70,-73,-73,85,88,-91,70,88,158
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 90 kg,Courtney Fargnoli,75.2,66,-70,-70,-88,88,90,66,90,156
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 63 kg,Emily Holland,62,63,67,-71,77,85,-89,67,85,152
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 63 kg,Courtney Wezkiewicz,62.7,-58,63,65,80,85,-90,65,85,150
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Women's Masters (40-44) 63 kg,DanaMarie Movsessian,62,-64,64,-66,86,-87,-87,64,86,150
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 58 kg,Jennifer Cushman,56.8,59,61,63,80,83,85,63,85,148
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 58 kg,Sarah Johnson,57.4,-61,64,-68,75,79,83,64,83,147
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 75 kg,Katina McDonald,74.4,64,66,69,74,78,-80,69,78,147
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Women's Masters (45-49) 69 kg,Jeannette Bender,68.2,-59,60,63,80,83,-85,63,83,146
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 69 kg,Amanda Harmon,67.9,-62,63,-67,76,80,82,63,82,145
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's +90 kg,Olivia Smith,105.6,60,63,65,75,-80,80,65,80,145
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 69 kg,Ryan Carney,68.9,-60,-60,60,80,84,-88,60,84,144
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 69 kg,Natalie Chaves,67.9,55,58,61,75,-79,80,61,80,141
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 53 kg,Brianna Dandurant,53,-59,59,-63,74,78,80,59,80,139
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 58 kg,Rachel Quaden,57.4,59,62,64,70,73,-75,64,73,137
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Women's Masters (35-39) 69 kg,Jessica Cummings,67.7,60,63,-66,69,-72,72,63,72,135
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Men's 77 kg,Stephen Condon,76.3,55,60,-63,70,-75,75,60,75,135
7th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition,2017-10-08,Open Women's 69 kg,Kelly Benhart,68.2,53,56,58,69,72,75,58,75,133
