meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Testify Leprechaun Lift-off,2022-03-12,Junior Men's 109kg,Colin Reis,108.3,127,132,-137,170,177,184,132,184,316
Testify Leprechaun Lift-off,2022-03-12,Open Men's +109kg,Eric Gleiter,139,128,133,-137,165,170,175,133,175,308
Testify Leprechaun Lift-off,2022-03-12,Open Men's 109kg,Andrew Watson,108.7,110,115,120,150,155,-160,120,155,275
Testify Leprechaun Lift-off,2022-03-12,Open Men's 109kg,Zachary Fauble,106,101,106,-114,135,140,145,106,145,251
Testify Leprechaun Lift-off,2022-03-12,Open Men's 73kg,brady parkis,67.2,-98,-98,98,-131,131,135,98,135,233
Testify Leprechaun Lift-off,2022-03-12,Open Men's 96kg,Jonathon Mendoza,94.6,89,94,100,122,127,132,100,132,232
Testify Leprechaun Lift-off,2022-03-12,Men's Masters (40-44) 89kg,Nicholas Rouse,88.2,98,103,-108,115,120,-125,103,120,223
Testify Leprechaun Lift-off,2022-03-12,Men's 16-17 Age Group +102kg,John Teggatz,103.2,95,98,101,115,118,121,101,121,222
Testify Leprechaun Lift-off,2022-03-12,Open Men's 89kg,Aaron Terrazas,88,-84,85,-90,125,131,137,85,137,222
Testify Leprechaun Lift-off,2022-03-12,Open Men's 81kg,Jarrett Quinn,81,80,-85,85,105,110,113,85,113,198
Testify Leprechaun Lift-off,2022-03-12,Open Men's 89kg,Michael Skinner,86,-75,75,80,110,-115,115,80,115,195
Testify Leprechaun Lift-off,2022-03-12,Open Men's 89kg,Kellen Cosgrove,83.6,70,75,-80,90,95,100,75,100,175
Testify Leprechaun Lift-off,2022-03-12,Open Women's 71kg,Caileen Seguin,69.7,69,72,-75,88,92,95,72,95,167
Testify Leprechaun Lift-off,2022-03-12,Women's Masters (35-39) 71kg,Lasandra Wilson,65.7,-62,64,69,77,82,86,69,86,155
Testify Leprechaun Lift-off,2022-03-12,Women's Masters (35-39) 81kg,Christine Miller,80.2,68,71,-73,77,80,83,71,83,154
Testify Leprechaun Lift-off,2022-03-12,Women's Masters (40-44) 76kg,Lacey Sotelo,74.7,-60,60,63,82,-86,-88,63,82,145
Testify Leprechaun Lift-off,2022-03-12,Open Women's 64kg,Bailey Schroeder,60.6,55,58,61,75,79,83,61,83,144
Testify Leprechaun Lift-off,2022-03-12,Women's 16-17 Age Group 64kg,Gracy Johnson,59.2,60,63,66,74,77,-80,66,77,143
Testify Leprechaun Lift-off,2022-03-12,Open Women's 81kg,Brooke Upah,79.3,63,66,69,68,72,-78,69,72,141
Testify Leprechaun Lift-off,2022-03-12,Women's 14-15 Age Group 71kg,Violet Johnson,67.8,58,-63,-63,69,73,-75,58,73,131
Testify Leprechaun Lift-off,2022-03-12,Women's Masters (40-44) 64kg,Charlene Sattler,62.8,50,52,-55,72,74,-76,52,74,126
Testify Leprechaun Lift-off,2022-03-12,Junior Women's 64kg,Emily Schutzel,61.3,50,53,56,61,64,67,56,67,123
Testify Leprechaun Lift-off,2022-03-12,Open Women's 64kg,Tesneem Zayyad,64,-50,52,54,62,64,66,54,66,120
Testify Leprechaun Lift-off,2022-03-12,Men's 13 Under Age Group 67kg,Jack Wilson,66.2,46,48,50,62,-65,-65,50,62,112
Testify Leprechaun Lift-off,2022-03-12,Women's Masters (35-39) 71kg,Andrea Dyar,70,46,49,-52,-60,60,63,49,63,112
Testify Leprechaun Lift-off,2022-03-12,Women's Masters (40-44) +87kg,Londa Hartsook,111.9,-46,46,-49,63,66,-70,46,66,112
Testify Leprechaun Lift-off,2022-03-12,Open Women's 71kg,Victoria Marler,65.3,-47,47,-49,60,63,-66,47,63,110
Testify Leprechaun Lift-off,2022-03-12,Women's Masters (35-39) +87kg,Lisa Hellbusch,100.5,40,44,-50,62,66,-70,44,66,110
Testify Leprechaun Lift-off,2022-03-12,Junior Women's 55kg,Joy Haney,52.3,42,44,-46,56,59,63,44,63,107
Testify Leprechaun Lift-off,2022-03-12,Women's Masters (40-44) 87kg,Sarah Jones,86,40,42,45,54,57,60,45,60,105
Testify Leprechaun Lift-off,2022-03-12,Women's 13 Under Age Group 64kg,Chassity Del Balso,59.6,39,41,43,50,52,54,43,54,97
Testify Leprechaun Lift-off,2022-03-12,Open Women's +87kg,Alysha Campbell,97.2,32,36,40,48,52,-56,40,52,92
Testify Leprechaun Lift-off,2022-03-12,Women's Masters (55-59) 76kg,Misty Sorensen,75.6,32,35,-38,47,51,55,35,55,90
Testify Leprechaun Lift-off,2022-03-12,Women's 13 Under Age Group +64kg,Anahlis Rubio,85.6,37,40,-43,-46,-49,49,40,49,89
Testify Leprechaun Lift-off,2022-03-12,Women's 16-17 Age Group 64kg,Aubrey Jarecke,63.4,30,32,34,47,49,51,34,51,85
Testify Leprechaun Lift-off,2022-03-12,Men's 16-17 Age Group 67kg,Rohan Fichadia,65.1,36,38,40,43,45,-47,40,45,85
Testify Leprechaun Lift-off,2022-03-12,Women's Masters (55-59) 71kg,Saundra Mohnsen,69.8,34,37,-40,42,47,-50,37,47,84
Testify Leprechaun Lift-off,2022-03-12,Women's 13 Under Age Group +64kg,Averie Buttercase,66.3,28,29,32,44,46,-48,32,46,78
Testify Leprechaun Lift-off,2022-03-12,Women's 14-15 Age Group 64kg,Valentina Donovick,61,27,29,31,36,40,-42,31,40,71
Testify Leprechaun Lift-off,2022-03-12,Women's 13 Under Age Group 36kg,Addison Williams,34.4,19,20,21,27,-29,29,21,29,50
