meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Northern California Open,2012-05-06,Open Men's+105 kg,Spencer Moorman,115.19,0,0,0,190,0,0,0,190,190
Northern California Open,2012-05-06,Open Men's 85 kg,Robert Blackwell,84.86,0,0,0,163,0,0,0,163,163
Northern California Open,2012-05-06,Open Men's+105 kg,Benjamin Claridad,113.42,0,0,0,163,0,0,0,163,163
Northern California Open,2012-05-06,Open Men's 105 kg,Alex Lee,104.28,0,0,0,155,0,0,0,155,155
Northern California Open,2012-05-06,Open Men's 77 kg,Gary Baron,76.92,0,0,0,141,0,0,0,141,141
Northern California Open,2012-05-06,Open Men's 77 kg,Wes Hutchinson,76.05,0,0,0,130,0,0,0,130,130
Northern California Open,2012-05-06,Open Men's 85 kg,Anfernee Williams,84.44,0,0,0,130,0,0,0,130,130
Northern California Open,2012-05-06,Open Men's 85 kg,Ian Howerton,82.81,0,0,0,130,0,0,0,130,130
Northern California Open,2012-05-06,Open Men's 105 kg,Charles Shipman,103.26,0,0,0,130,0,0,0,130,130
Northern California Open,2012-05-06,Open Men's+105 kg,Cameron Poya,110.6,0,0,0,130,0,0,0,130,130
Northern California Open,2012-05-06,Open Men's 105 kg,Jeffrey Crow,103.86,0,0,0,127,0,0,0,127,127
Northern California Open,2012-05-06,Open Men's 85 kg,Austin Gwaltney,77.93,0,0,0,123,0,0,0,123,123
Northern California Open,2012-05-06,Open Men's 85 kg,Ian Anderson,80.45,0,0,0,120,0,0,0,120,120
Northern California Open,2012-05-06,Open Men's+105 kg,Steven Moore,121.68,0,0,0,110,0,0,0,110,110
Northern California Open,2012-05-06,Open Men's 77 kg,Louie Arias,73.49,0,0,0,105,0,0,0,105,105
Northern California Open,2012-05-06,Open Men's 69 kg,Devon Gardner,68.9,0,0,0,103,0,0,0,103,103
Northern California Open,2012-05-06,Open Men's 77 kg,Jay Itagaki,73.2,0,0,0,102,0,0,0,102,102
Northern California Open,2012-05-06,Open Men's 62 kg,Melvin Peete,59.13,0,0,0,101,0,0,0,101,101
Northern California Open,2012-05-06,Open Men's 77 kg,Tuan Hung Bui,69.51,0,0,0,100,0,0,0,100,100
Northern California Open,2012-05-06,Open Men's+105 kg,Steven Moore,153.5,0,0,0,100,0,0,0,100,100
Northern California Open,2012-05-06,Open Men's 69 kg,Daniel Vaden,66.62,0,0,0,97,0,0,0,97,97
Northern California Open,2012-05-06,Open Men's 62 kg,Dan Porter,58.9,0,0,0,95,0,0,0,95,95
Northern California Open,2012-05-06,Open Women's 69 kg,Cecily Basques,67.83,0,0,0,94,0,0,0,94,94
Northern California Open,2012-05-06,Open Men's+105 kg,Brad Hansen,112,0,0,0,91,0,0,0,91,91
Northern California Open,2012-05-06,Open Men's 94 kg,Casey Whalen,86.3,0,0,0,90,0,0,0,90,90
Northern California Open,2012-05-06,Open Men's 85 kg,Tyus Ellis,83.08,0,0,0,86,0,0,0,86,86
Northern California Open,2012-05-06,Women's 16-17 Age Group 63 kg,Koy Saelee,61.11,0,0,0,84,0,0,0,84,84
Northern California Open,2012-05-06,Open Women's 63 kg,Jennifer Werba,61.63,0,0,0,79,0,0,0,79,79
Northern California Open,2012-05-06,Open Men's 56 kg,James Dudley,51.45,0,0,0,78,0,0,0,78,78
