meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
SPLWC League Championships,2016-05-21,Open Men's 77 kg,Merrek Peters,76.3,105,-110,114,-145,146,152,114,152,266
SPLWC League Championships,2016-05-21,Open Men's+105 kg,Robin Anicete,114,-105,105,-111,-147,147,156,105,156,261
SPLWC League Championships,2016-05-21,Open Men's 77 kg,Anthony Ho,76.5,110,-114,115,140,145,-150,115,145,260
SPLWC League Championships,2016-05-21,Open Men's+105 kg,David Jose,129,110,-117,-117,141,146,-155,110,146,256
SPLWC League Championships,2016-05-21,Open Men's 94 kg,Nick Pann,88,103,108,113,133,138,141,113,141,254
SPLWC League Championships,2016-05-21,Open Men's 105 kg,Artem Mavrin,105,115,-120,-120,-130,135,-140,115,135,250
SPLWC League Championships,2016-05-21,Open Men's 94 kg,Steven Johst,93,101,107,-113,132,139,143,107,143,250
SPLWC League Championships,2016-05-21,Open Men's 105 kg,Chris Wong,104.5,-102,102,-107,140,146,-152,102,146,248
SPLWC League Championships,2016-05-21,Open Men's 77 kg,Trevor Morris,76.3,102,108,113,120,127,133,113,133,246
SPLWC League Championships,2016-05-21,Open Men's 85 kg,Minh Nguyen,84.1,102,-106,106,125,130,134,106,134,240
SPLWC League Championships,2016-05-21,Open Men's 105 kg,Ramsey Niumata,94,93,96,102,126,-131,131,102,131,233
SPLWC League Championships,2016-05-21,Open Men's 94 kg,Chris Lee,92,93,98,101,120,125,129,101,129,230
SPLWC League Championships,2016-05-21,Open Men's 85 kg,Brett Kalepp,82,90,95,-101,-120,125,-128,95,125,220
SPLWC League Championships,2016-05-21,Open Men's 69 kg,VU TRUONG,63.6,90,-96,96,115,122,-127,96,122,218
SPLWC League Championships,2016-05-21,Open Men's 85 kg,Jason Thai,77.6,85,90,-95,115,120,-125,90,120,210
SPLWC League Championships,2016-05-21,Open Men's 105 kg,Sam Evans,95,90,-95,-96,112,116,120,90,120,210
SPLWC League Championships,2016-05-21,Open Men's 77 kg,Andrew Lewis,75.9,88,-91,-92,113,-117,120,88,120,208
SPLWC League Championships,2016-05-21,Open Men's 94 kg,John Hinkle,87,92,-96,96,106,110,-115,96,110,206
SPLWC League Championships,2016-05-21,Open Men's 69 kg,An Dao,68.2,-85,88,92,105,110,-115,92,110,202
SPLWC League Championships,2016-05-21,Open Men's 69 kg,Jericho Salazar,68,82,-90,90,100,107,-113,90,107,197
SPLWC League Championships,2016-05-21,Open Men's 85 kg,Brandon Lee,81.3,80,-83,85,-110,111,-114,85,111,196
SPLWC League Championships,2016-05-21,Open Men's 69 kg,Jose Mendoza,67.2,78,82,-86,98,103,108,82,108,190
SPLWC League Championships,2016-05-21,Open Men's 77 kg,Andrew Holder,75.5,-73,73,80,95,100,105,80,105,185
SPLWC League Championships,2016-05-21,Open Men's 94 kg,Ricardo Reyes,91,83,-86,-86,92,96,100,83,100,183
SPLWC League Championships,2016-05-21,Open Men's 94 kg,Ryan Capriccio,93,70,75,-78,-90,90,96,75,96,171
SPLWC League Championships,2016-05-21,Open Men's 85 kg,Noah Parker,85,68,73,-77,85,91,96,73,96,169
SPLWC League Championships,2016-05-21,Open Women's +75 Kg,Lindsay Dill,81.4,68,73,75,85,-88,-89,75,85,160
SPLWC League Championships,2016-05-21,Open Men's 105 kg,Christian Pezo,105,65,68,71,80,84,-90,71,84,155
SPLWC League Championships,2016-05-21,Women's Masters (35-39) 75 kg,Kristin Roskowick,72.3,62,-66,-66,83,87,91,62,91,153
SPLWC League Championships,2016-05-21,Open Women's 63 kg,Jade Princess,60.9,-66,-66,66,78,81,84,66,84,150
SPLWC League Championships,2016-05-21,Open Men's 85 kg,David Kan,83,58,61,-63,82,85,88,61,88,149
