meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Prior Lake High School Meet,2021-12-18,Junior Men's 81kg,Mitchel Myers,80.35,105,-110,-110,126,129,-131,105,129,234
Prior Lake High School Meet,2021-12-18,Men's 16-17 Age Group 81kg,Aidan Fjelsted,80.35,102,-107,-107,120,-125,-126,102,120,222
Prior Lake High School Meet,2021-12-18,Junior Men's 102kg,Dylan Fischer,99.8,85,90,-95,110,-115,116,90,116,206
Prior Lake High School Meet,2021-12-18,Men's 16-17 Age Group 102kg,Jovian Tupy,100.6,85,90,95,100,110,-115,95,110,205
Prior Lake High School Meet,2021-12-18,Men's 14-15 Age Group 67kg,Oliver Jensen,66.55,75,78,80,95,98,-100,80,98,178
Prior Lake High School Meet,2021-12-18,Men's 16-17 Age Group +102kg,Christian Sivongxay,125.65,63,67,72,95,99,104,72,104,176
Prior Lake High School Meet,2021-12-18,Women's 16-17 Age Group 64kg,Laura Cochran,62.9,72,75,-77,88,91,93,75,93,168
Prior Lake High School Meet,2021-12-18,Junior Men's 67kg,Zachary Frederick,62.6,62,65,68,80,-84,85,68,85,153
Prior Lake High School Meet,2021-12-18,Men's 16-17 Age Group 61kg,Tyler Ebbighausen,59.35,60,-63,63,68,71,74,63,74,137
Prior Lake High School Meet,2021-12-18,Men's 14-15 Age Group +89kg,Asher Collins,125.3,52,55,58,70,73,75,58,75,133
Prior Lake High School Meet,2021-12-18,Junior Men's 81kg,Jon Hjelm,79,47,50,52,-69,70,-73,52,70,122
Prior Lake High School Meet,2021-12-18,Men's 14-15 Age Group 67kg,Thomas Wyckoff,66.05,40,44,47,68,71,74,47,74,121
Prior Lake High School Meet,2021-12-18,Women's 16-17 Age Group 59kg,Ellietta Phorn,57.7,48,51,-53,-65,65,67,51,67,118
Prior Lake High School Meet,2021-12-18,Women's 16-17 Age Group 64kg,Silencia Algarin,62.35,49,52,54,58,61,64,54,64,118
Prior Lake High School Meet,2021-12-18,Men's 16-17 Age Group 89kg,Charlie Drews,86.2,52,55,-58,56,-59,59,55,59,114
Prior Lake High School Meet,2021-12-18,Women's 14-15 Age Group 76kg,Ayris Collins,73.35,-45,45,-47,60,63,66,45,66,111
Prior Lake High School Meet,2021-12-18,Men's 14-15 Age Group 67kg,Johnathan Santelman,64,43,46,-50,53,58,63,46,63,109
Prior Lake High School Meet,2021-12-18,Women's 16-17 Age Group 59kg,Ashley Greenfield,55.6,43,45,47,-53,-53,55,47,55,102
Prior Lake High School Meet,2021-12-18,Men's 14-15 Age Group 61kg,Jayden Mongeon,59.35,-44,44,-46,-53,53,56,44,56,100
Prior Lake High School Meet,2021-12-18,Women's 16-17 Age Group 49kg,Nina Mergen,46.5,40,-43,-43,53,56,-60,40,56,96
Prior Lake High School Meet,2021-12-18,Women's 16-17 Age Group 55kg,Grace Lunde,54.05,40,42,-44,48,50,-52,42,50,92
Prior Lake High School Meet,2021-12-18,Men's 14-15 Age Group 61kg,Aiden Fisch,58.4,30,34,38,47,-50,50,38,50,88
Prior Lake High School Meet,2021-12-18,Women's 16-17 Age Group 64kg,Caitlin Hjelm,62.25,-32,32,34,-40,40,42,34,42,76
Prior Lake High School Meet,2021-12-18,Men's 14-15 Age Group 73kg,Jesse Tupy,70.05,30,-34,-34,40,43,-46,30,43,73
Prior Lake High School Meet,2021-12-18,Women's 14-15 Age Group 64kg,Wylie Kenyon,59.15,28,-30,30,32,34,-36,30,34,64
Prior Lake High School Meet,2021-12-18,Junior Women's 59kg,Alexandra  Johnson,58.35,30,-32,32,25,30,-35,32,30,62
Prior Lake High School Meet,2021-12-18,Men's 14-15 Age Group 73kg,Arif Seepersaud,67.2,-48,-48,-49,57,-60,61,0,61,61
Prior Lake High School Meet,2021-12-18,Men's 14-15 Age Group 61kg,Nathan Larson,56.2,-43,-43,-44,-57,57,60,0,60,60
Prior Lake High School Meet,2021-12-18,Women's 13 Under Age Group 55kg,Helen Jager ,52.9,20,22,24,25,-28,28,24,28,52
Prior Lake High School Meet,2021-12-18,Women's 16-17 Age Group 55kg,Emma Pastotnik,52.45,-40,-40,-40,-50,50,-52,0,50,50
Prior Lake High School Meet,2021-12-18,Men's 14-15 Age Group 81kg,Gerardo Camacho,77.5,-38,38,-40,-54,-54,-54,38,0,38
Prior Lake High School Meet,2021-12-18,Women's 16-17 Age Group 49kg,Katherine  Zeien,47.15,-22,22,25,-31,-31,-31,25,0,25
