meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Trident Classic,2015-02-07,Open Men's 105 kg,David Rief,94.6,136,-142,143,169,-177,-177,143,169,312
Trident Classic,2015-02-07,Open Men's 77 kg,Trique Meininger,76.8,120,123,126,150,-154,154,126,154,280
Trident Classic,2015-02-07,Open Men's 105 kg,Zachary Rynders,98.2,112,120,-125,160,-165,-167,120,160,280
Trident Classic,2015-02-07,Open Men's 105 kg,Michael Gingras,98.5,110,113,116,135,138,141,116,141,257
Trident Classic,2015-02-07,Open Men's 105 kg,Kyle Fenton,100.4,100,105,-110,122,130,-135,105,130,235
Trident Classic,2015-02-07,Open Men's 94 kg,Austin Kemink,86.4,97,102,-108,113,120,-126,102,120,222
Trident Classic,2015-02-07,Open Men's 85 kg,Harold Dreyer,83.6,95,-100,-105,115,125,-130,95,125,220
Trident Classic,2015-02-07,Open Men's 94 kg,Eli Coman,88.6,-95,100,-105,115,120,-125,100,120,220
Trident Classic,2015-02-07,Open Men's 94 kg,Reed Phinisey,93.4,90,95,100,-110,113,120,100,120,220
Trident Classic,2015-02-07,Open Men's 85 kg,Darren Bissen,80.4,87,90,94,110,115,120,94,120,214
Trident Classic,2015-02-07,Open Men's 77 kg,Kelvin Paje,73.8,83,88,91,110,-115,-120,91,110,201
Trident Classic,2015-02-07,Open Men's 77 kg,Dan Hollingsworth,75.6,85,-88,88,107,-110,-110,88,107,195
Trident Classic,2015-02-07,Open Women's 63 kg,Ashley Perkovich,60.4,84,88,-91,95,99,104,88,104,192
Trident Classic,2015-02-07,Open Men's 62 kg,James Stuber,61.3,75,80,-83,92,-97,-97,80,92,172
Trident Classic,2015-02-07,Open Women's 69 kg,Rachel Reyes,68.7,67,70,73,86,89,92,73,92,165
Trident Classic,2015-02-07,Open Women's 69 kg,Jamieson Pitre,68.1,-68,68,72,87,91,-95,72,91,163
Trident Classic,2015-02-07,Open Men's 62 kg,Michael Cleeton,60.8,66,-69,-70,91,93,-95,66,93,159
Trident Classic,2015-02-07,Open Women's +75 Kg,Allison Black,80,64,67,-70,81,85,88,67,88,155
Trident Classic,2015-02-07,Open Women's 63 kg,Casey Campbell,61.7,66,69,-71,85,-89,-89,69,85,154
Trident Classic,2015-02-07,Open Women's 63 kg,Andrea Van Cleve,61.6,57,62,-67,81,85,88,62,88,150
Trident Classic,2015-02-07,Open Men's 85 kg,Marcus Hysert,84.3,50,55,60,75,80,85,60,85,145
Trident Classic,2015-02-07,Open Women's 58 kg,Laura Mohler,54.7,57,60,63,78,81,-83,63,81,144
Trident Classic,2015-02-07,Women's Masters (35-39) 69 kg,Kimberly Renken,66.4,62,66,-69,72,76,-80,66,76,142
Trident Classic,2015-02-07,Women's Masters (35-39) 58 kg,Jennifer Sahlberg,57.9,53,56,60,67,71,75,60,75,135
Trident Classic,2015-02-07,Open Women's 75 kg,Candace Duecker,70.6,56,59,62,68,-71,73,62,73,135
Trident Classic,2015-02-07,Open Women's 63 kg,Ariana Perez,61,58,60,-65,73,75,-78,60,75,135
Trident Classic,2015-02-07,Open Men's 69 kg,Daniel Gigante,67.7,-54,54,-58,73,77,-80,54,77,131
Trident Classic,2015-02-07,Open Women's 69 kg,Tali Zabari,68.3,-52,52,-54,72,74,75,52,75,127
Trident Classic,2015-02-07,Women's 16-17 Age Group 53 kg,Alli Parks,52.8,48,50,53,68,71,73,53,73,126
Trident Classic,2015-02-07,Women's 16-17 Age Group 58 kg,Julianna Hasselbach,57.6,50,53,-56,67,71,73,53,73,126
Trident Classic,2015-02-07,Women's 16-17 Age Group 63 kg,Celia Huddart,58.9,45,-50,-52,65,70,-75,45,70,115
Trident Classic,2015-02-07,Open Women's 58 kg,Danielle Ernst,54.8,41,44,46,52,56,-60,46,56,102
Trident Classic,2015-02-07,Women's Masters (40-44) 53 kg,Joanna Schade,51.4,35,38,43,48,53,57,43,57,100
Trident Classic,2015-02-07,Open Men's 85 kg,Connor Willey,82.5,95,-100,-102,-120,-122,-125,95,0,95
Trident Classic,2015-02-07,Open Women's 63 kg,Marie Rochat,59.2,-65,-65,-66,88,91,-95,0,91,91
