meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 105 kg,Wayne Summers,98,155,145,147,180,196,187,155,196,351
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 105 kg,David Rief,94,136,142,147,165,170,174,147,174,321
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's+105 kg,Fletcher Pierce,110.7,120,125,130,155,-160,160,130,160,290
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 94 kg,Leonard Harison,93.89,125,130,135,150,-156,-161,135,150,285
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 77 kg,Matthew Sisley,69.53,115,120,-123,135,140,147,120,147,267
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 94 kg,Robert Arroyo,89.02,115,-117,120,140,146,147,120,147,267
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 77 kg,Trique Meininger,76,110,-115,-115,135,140,-140,110,140,250
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 105 kg,Timothy Biesendorfer,95.4,100,104,-107,133,-138,-140,104,133,237
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's+105 kg,David DeLong,113.5,75,81,87,-100,106,110,87,110,197
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 77 kg,Christopher Kang,76.7,70,76,80,95,102,107,80,107,187
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 69 kg,Ramin Robinson,68.9,80,-85,-83,95,-100,100,80,100,180
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 94 kg,Daniel Leary,93.2,70,75,-81,90,-100,100,75,100,175
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 105 kg,Victor Kolkman,102.6,-70,70,-75,90,97,102,70,102,172
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 94 kg,Lee Tran,88.3,-70,70,75,92,97,-100,75,97,172
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 69 kg,Michael Cook,68.4,70,75,-77,85,-90,90,75,90,165
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Women's Masters (35-39) +75 kg,Jan Cook,152.6,67,70,73,85,88,92,73,92,165
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 85 kg,David Haselton,83.7,-57,-57,66,66,73,82,66,82,148
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Women's 63 kg,Jamieson Pitre,62.99,60,-64,68,70,-75,80,68,80,148
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 69 kg,Timothy Hopkins,68.4,55,60,-65,60,68,75,60,75,135
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Women's 75 kg,Kimberly Weaver,69.8,-60,60,-62,-75,70,72,60,72,132
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Women's +75 Kg,Lisa Thill,106.6,52,5,57,-68,68,70,57,70,127
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 105 kg,Ben Krey,96.5,-97,-98,-98,115,122,-127,0,122,122
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Men's 56 kg,Tristan Lewis,53.2,50,-55,-55,60,65,-70,50,65,115
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Women's Masters (45-49) +75 kg,Kristin Flor,89.5,40,42,44,54,57,-60,44,57,101
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Women's Masters (40-44) 63 kg,Kat Ricker,61.8,42,-45,-45,56,58,-60,42,58,100
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Women's Masters (40-44) 53 kg,Kecia Aldridge,52.2,41,-43,-43,52,-54,54,41,54,95
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Women's 63 kg,Melissa Stough,62.8,27,30,34,30,34,40,34,40,74
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Women's 16-17 Age Group 53 kg,Giselle Pincetich,50,23,-27,-27,27,32,36,23,36,59
Freak Show Open---Sam Benn Gymnasium,2013-06-01,Open Women's +75 Kg,Kelsie Rubich,75.2,-38,-38,-38,-47,47,0,0,47,47
