meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Black & Red Open,2015-07-18,Open Men's+105 kg,Donald Jackson,111.6,112,118,123,143,148,153,123,153,276
Black & Red Open,2015-07-18,Open Men's 85 kg,Mostapha El-Jlailati,83.6,110,-117,119,140,150,-160,119,150,269
Black & Red Open,2015-07-18,Open Men's 77 kg,Jeffrey Jenkins,76.25,116,121,-126,142,-150,-155,121,142,263
Black & Red Open,2015-07-18,Open Men's 77 kg,Kent INGALLS,75.6,-110,110,-115,140,146,-152,110,146,256
Black & Red Open,2015-07-18,Open Men's 85 kg,Sam Ernst,83.45,113,117,120,135,-140,-141,120,135,255
Black & Red Open,2015-07-18,Open Men's 105 kg,ILIAS SPYROU,96.25,102,-110,114,120,130,140,114,140,254
Black & Red Open,2015-07-18,Open Men's 94 kg,Jeffrey Teach,91.2,100,110,-113,130,140,-150,110,140,250
Black & Red Open,2015-07-18,Open Men's 94 kg,Monroe Miller,88.35,-107,108,-112,135,-142,142,108,142,250
Black & Red Open,2015-07-18,Open Men's 69 kg,Andrew Ingell,66.4,95,100,103,125,134,-141,103,134,237
Black & Red Open,2015-07-18,Open Men's 105 kg,Robin Habberley,104.9,90,95,100,120,126,132,100,132,232
Black & Red Open,2015-07-18,Open Men's 94 kg,Nathan Schwartz,93.25,-100,100,109,122,-126,-126,109,122,231
Black & Red Open,2015-07-18,Open Men's 85 kg,Ryan Espiritu,83.4,-102,102,105,123,-126,126,105,126,231
Black & Red Open,2015-07-18,Open Men's 77 kg,Kevin McGuinness,76.7,95,100,103,120,125,-129,103,125,228
Black & Red Open,2015-07-18,Open Men's 77 kg,Willie Day,76.3,94,98,-103,120,125,130,98,130,228
Black & Red Open,2015-07-18,Open Men's 77 kg,Vincent Nguyen,74.7,100,-105,-105,123,128,-132,100,128,228
Black & Red Open,2015-07-18,Open Men's 85 kg,Bradley Ruehle,82.65,88,92,98,118,-124,124,98,124,222
Black & Red Open,2015-07-18,Open Men's 85 kg,Jesse Johnson,81.35,-90,90,-93,125,130,-132,90,130,220
Black & Red Open,2015-07-18,Open Men's 105 kg,Devin McAfee,95.95,96,100,-104,108,113,117,100,117,217
Black & Red Open,2015-07-18,Open Men's 85 kg,Clark Smith,83.95,89,93,98,109,115,118,98,118,216
Black & Red Open,2015-07-18,Open Men's 77 kg,Patrick Stauffer,76.45,86,90,93,115,120,-123,93,120,213
Black & Red Open,2015-07-18,Open Men's 77 kg,James Ditri,74.05,87,92,-97,108,114,120,92,120,212
Black & Red Open,2015-07-18,Open Men's 105 kg,Daniel Colenda,96.75,86,-90,91,115,120,-126,91,120,211
Black & Red Open,2015-07-18,Open Men's 77 kg,Michael Lai,76,-80,80,90,110,115,120,90,120,210
Black & Red Open,2015-07-18,Open Men's 77 kg,Duy Nguyen,75.85,88,-92,95,105,110,-115,95,110,205
Black & Red Open,2015-07-18,Open Men's 85 kg,John Weeks,84.75,93,-98,-100,105,112,-116,93,112,205
Black & Red Open,2015-07-18,Open Men's 85 kg,Joe DeVito,82.75,91,-94,-95,111,114,-117,91,114,205
Black & Red Open,2015-07-18,Open Men's 62 kg,Alan Riebe,61.45,87,90,93,102,-111,111,93,111,204
Black & Red Open,2015-07-18,Open Men's 77 kg,Noah Nichols,75.15,85,88,-96,110,-116,116,88,116,204
Black & Red Open,2015-07-18,Open Men's 85 kg,William Hitchcock,84.3,85,90,-93,113,-119,-120,90,113,203
Black & Red Open,2015-07-18,Open Men's 77 kg,Christopher Larabee,74.35,87,91,-95,108,-110,-112,91,108,199
Black & Red Open,2015-07-18,Open Men's 77 kg,Jericho Gloria,74.55,81,-85,87,107,111,-115,87,111,198
Black & Red Open,2015-07-18,Open Men's 77 kg,Vincent Biagas,75.7,80,-85,-90,105,110,-116,80,110,190
