meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
National Police Week Open,2021-05-15,Open Men's 89kg,Michael Bearden,84.7,91,96,102,115,120,125,102,125,227
National Police Week Open,2021-05-15,Open Men's 102kg,Ryan Morgan,99.5,91,93,96,125,127,-129,96,127,223
National Police Week Open,2021-05-15,Men's Masters (35-39) +109kg,james brockington,123.3,90,-95,-95,130,-139,-139,90,130,220
National Police Week Open,2021-05-15,Men's Masters (45-49) 81kg,Joshua Weaver,79.3,82,88,-90,90,-115,-115,88,90,178
National Police Week Open,2021-05-15,Open Women's 76kg,Kalee Harris,75.3,62,64,66,83,85,88,66,88,154
National Police Week Open,2021-05-15,Women's Masters (35-39) 71kg,Maria McManus,70.1,52,54,56,70,72,74,56,74,130
National Police Week Open,2021-05-15,Open Women's 71kg,Susanne Kessler,67.2,50,51,54,65,67,69,54,69,123
National Police Week Open,2021-05-15,Open Women's 81kg,Syndal Tillotson,79.5,51,54,-58,58,60,64,54,64,118
National Police Week Open,2021-05-15,Open Women's 71kg,Vinita Kakaradkar,65,48,50,-52,60,62,64,50,64,114
National Police Week Open,2021-05-15,Women's Masters (45-49) 59kg,Rachel Dacks,57.4,-48,-48,48,59,62,64,48,64,112
National Police Week Open,2021-05-15,Open Women's 71kg,Hannah Veazey,68.7,-47,50,0,55,58,60,50,60,110
National Police Week Open,2021-05-15,Women's Masters (45-49) 49kg,Sheryl Cohen,47.5,38,41,43,51,55,57,43,57,100
National Police Week Open,2021-05-15,Open Men's 89kg,Ryan O'Connell,88.9,94,100,-106,0,0,0,100,0,100
National Police Week Open,2021-05-15,Women's Masters (50-54) 76kg,Debra Weaver,73.8,25,30,-35,40,41,45,30,45,75
