meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Record Breakers 2015,2015-10-24,Open Men's+105 kg,Zachary Brodis,116.69,148,151,0,159,167,-170,151,167,318
Record Breakers 2015,2015-10-24,Open Men's+105 kg,Michael Hanna,109.37,135,-140,141,165,-170,-176,141,165,306
Record Breakers 2015,2015-10-24,Open Men's 105 kg,Braden Jenkins,97.63,-125,-127,127,154,160,-170,127,160,287
Record Breakers 2015,2015-10-24,Open Men's 105 kg,Joseph Brimhall,102.35,120,125,130,145,-150,-150,130,145,275
Record Breakers 2015,2015-10-24,Open Men's 85 kg,Wyatt Ray,83.07,117,-122,-126,-145,145,153,117,153,270
Record Breakers 2015,2015-10-24,Open Men's 94 kg,Matt Clark,90.55,121,-126,-131,140,-147,-150,121,140,261
Record Breakers 2015,2015-10-24,Open Men's 94 kg,Devon Dodge,88.64,-110,115,-120,145,-150,-150,115,145,260
Record Breakers 2015,2015-10-24,Open Men's 85 kg,Christiaan Allen,84.28,105,110,115,137,-140,140,115,140,255
Record Breakers 2015,2015-10-24,Open Men's 85 kg,Brandon Carlisle,84.95,115,121,-127,131,-140,-142,121,131,252
Record Breakers 2015,2015-10-24,Open Men's 85 kg,Brendan Huber,85,110,0,0,140,0,0,110,140,250
Record Breakers 2015,2015-10-24,Open Men's 85 kg,Trinity Deveraux,83.18,-107,108,110,134,137,140,110,140,250
Record Breakers 2015,2015-10-24,Open Men's+105 kg,Ian Cobb,115.26,100,104,108,127,132,137,108,137,245
Record Breakers 2015,2015-10-24,Open Men's 94 kg,Tommy Wilkinson,92.76,105,108,-110,125,-132,132,108,132,240
Record Breakers 2015,2015-10-24,Open Men's 85 kg,Andrew Carroll,84.49,100,-105,-108,125,130,-137,100,130,230
Record Breakers 2015,2015-10-24,Open Men's 77 kg,Dustin Troyer,74.86,97,-99,100,122,129,-132,100,129,229
Record Breakers 2015,2015-10-24,Open Men's 105 kg,Michael Marks,99.39,96,99,-106,120,-128,128,99,128,227
Record Breakers 2015,2015-10-24,Open Men's 85 kg,Jason Smith,83.77,100,-106,-108,120,-130,-130,100,120,220
Record Breakers 2015,2015-10-24,Open Men's 85 kg,Mark Albrecht,84.43,95,-100,-103,120,-128,-136,95,120,215
Record Breakers 2015,2015-10-24,Open Men's 94 kg,Gabriel Stockton,86.86,82,87,92,96,107,114,92,114,206
Record Breakers 2015,2015-10-24,Open Men's 85 kg,Lee Draper,78.89,-85,85,95,105,-111,111,95,111,206
Record Breakers 2015,2015-10-24,Open Men's 77 kg,Green Choi,75.16,-88,88,91,-112,112,-116,91,112,203
Record Breakers 2015,2015-10-24,Open Men's 62 kg,Christopher Berg,61.37,87,-92,92,106,110,-112,92,110,202
Record Breakers 2015,2015-10-24,Open Men's 105 kg,Alex LaFreniere,101.62,90,-96,-96,-105,109,-117,90,109,199
Record Breakers 2015,2015-10-24,Open Men's 69 kg,Aaron Schwendiman,67.7,85,88,90,105,108,-111,90,108,198
Record Breakers 2015,2015-10-24,Open Men's 77 kg,Billy Aguilar,76.32,78,82,86,102,107,111,86,111,197
Record Breakers 2015,2015-10-24,Open Men's 77 kg,Mannie Alvarado,75.76,-85,85,90,105,-109,-112,90,105,195
Record Breakers 2015,2015-10-24,Open Men's 94 kg,Jack Houghton,85.99,70,75,80,101,-108,112,80,112,192
Record Breakers 2015,2015-10-24,Open Men's 94 kg,Garrett Pope,90.89,84,-87,-89,102,-105,105,84,105,189
Record Breakers 2015,2015-10-24,Open Men's 77 kg,Devon Erwin,70.7,-79,-81,82,94,98,101,82,101,183
Record Breakers 2015,2015-10-24,Open Men's 77 kg,ETHAN BAGGALEY,69.06,75,80,-85,100,-111,-111,80,100,180
Record Breakers 2015,2015-10-24,Open Men's 77 kg,Matthew Waldron,75.2,65,70,75,100,105,-112,75,105,180
