meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Max Kane Fall Open,2021-11-20,Open Men's 96kg,Anthony DeCristofaro,95.1,132,136,136,165,170,175,136,175,311
Max Kane Fall Open,2021-11-20,Open Men's 96kg,Anthony DeCristofaro,95.1,132,136,136,165,170,175,136,175,311
Max Kane Fall Open,2021-11-20,Open Men's 96kg,John Hosler,95.65,125,128,131,145,145,145,131,145,276
Max Kane Fall Open,2021-11-20,Open Men's 96kg,John Hosler,95.65,125,128,131,145,145,145,131,145,276
Max Kane Fall Open,2021-11-20,Men's 16-17 Age Group 61kg,gabe chhum,58.3,90,95,95,117,120,125,95,125,220
Max Kane Fall Open,2021-11-20,Men's 16-17 Age Group 61kg,gabe chhum,58.3,90,95,95,117,120,125,95,125,220
Max Kane Fall Open,2021-11-20,Open Men's 73kg,Jerrick Daniel,73,65,70,73,98,101,104,73,104,177
Max Kane Fall Open,2021-11-20,Open Men's 73kg,Jerrick Daniel,73,65,70,73,98,101,104,73,104,177
Max Kane Fall Open,2021-11-20,Open Women's +87kg,Jacqueline Varnum,99.5,68,70,73,74,77,80,73,80,153
Max Kane Fall Open,2021-11-20,Open Women's +87kg,Jacqueline Varnum,99.5,68,70,73,74,77,80,73,80,153
Max Kane Fall Open,2021-11-20,Open Women's +87kg,Jasmine Louis-Jacques,87.7,58,59,62,79,82,85,62,85,147
Max Kane Fall Open,2021-11-20,Open Women's +87kg,Jasmine Louis-Jacques,87.7,58,59,62,79,82,85,62,85,147
Max Kane Fall Open,2021-11-20,Women's 16-17 Age Group 59kg,London Williams,57.8,58,60,62,70,73,75,62,75,137
Max Kane Fall Open,2021-11-20,Women's 16-17 Age Group 59kg,London Williams,57.8,58,60,62,70,73,75,62,75,137
Max Kane Fall Open,2021-11-20,Open Women's 59kg,Sarah Kimmel,55.15,52,54,55,65,68,71,55,71,126
Max Kane Fall Open,2021-11-20,Open Women's 59kg,Sarah Kimmel,55.15,52,54,55,65,68,71,55,71,126
Max Kane Fall Open,2021-11-20,Men's Masters (60-64) 81kg,Robert Gallup,81,45,45,48,65,68,70,48,70,118
Max Kane Fall Open,2021-11-20,Men's Masters (60-64) 81kg,Robert Gallup,81,45,45,48,65,68,70,48,70,118
Max Kane Fall Open,2021-11-20,Women's 16-17 Age Group +81kg,Chloe Smith,106.4,47,50,50,55,60,63,50,63,113
Max Kane Fall Open,2021-11-20,Women's 16-17 Age Group +81kg,Chloe Smith,106.4,47,50,50,55,60,63,50,63,113
Max Kane Fall Open,2021-11-20,Open Women's 87kg,Eliana Gonzalez,86.75,45,47,49,57,60,63,49,63,112
Max Kane Fall Open,2021-11-20,Open Women's 87kg,Eliana Gonzalez,86.75,45,47,49,57,60,63,49,63,112
Max Kane Fall Open,2021-11-20,Women's 13 Under Age Group 49kg,Abigail Prichard,46.75,33,36,37,47,50,53,37,53,90
Max Kane Fall Open,2021-11-20,Women's 13 Under Age Group 49kg,Abigail Prichard,46.75,33,36,37,47,50,53,37,53,90
Max Kane Fall Open,2021-11-20,Men's 14-15 Age Group 81kg,Rocco Lioi,80.8,33,36,40,38,42,45,40,45,85
Max Kane Fall Open,2021-11-20,Men's 14-15 Age Group 81kg,Rocco Lioi,80.8,33,36,40,38,42,45,40,45,85
Max Kane Fall Open,2021-11-20,Women's 13 Under Age Group +64kg,Scarlett Vaughn,71.65,15,17,20,20,22,25,20,25,45
Max Kane Fall Open,2021-11-20,Women's 13 Under Age Group +64kg,Scarlett Vaughn,71.65,15,17,20,20,22,25,20,25,45
