meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Apesquad Spring Invitational,2017-03-11,Open Men's 77 kg,Bernabe Chavez,73.6,105,108,110,136,140,-145,110,140,250
Apesquad Spring Invitational,2017-03-11,Open Men's 77 kg,Tyler Miller,76.2,100,111,-115,135,-145,-151,111,135,246
Apesquad Spring Invitational,2017-03-11,Open Men's 85 kg,Alan Kominowski,83.5,100,-103,105,125,130,-133,105,130,235
Apesquad Spring Invitational,2017-03-11,Open Men's 77 kg,Mitchell Schubiger,74.7,90,93,-95,103,107,-110,93,107,200
Apesquad Spring Invitational,2017-03-11,Open Men's 77 kg,Marcos Marrero,76.8,78,81,-85,96,-100,102,81,102,183
Apesquad Spring Invitational,2017-03-11,Open Men's 62 kg,Shane Wooten,61.2,-75,75,80,94,98,-101,80,98,178
Apesquad Spring Invitational,2017-03-11,Open Women's 90 kg,Sasha Jarquin,84.1,67,70,74,89,-93,95,74,95,169
Apesquad Spring Invitational,2017-03-11,Open Women's 69 kg,Kellen Marini,68.8,53,55,60,87,91,95,60,95,155
Apesquad Spring Invitational,2017-03-11,Open Women's 69 kg,April Harper,68.6,63,67,-70,75,79,83,67,83,150
Apesquad Spring Invitational,2017-03-11,Open Women's 63 kg,Kayla Hamilton,63,60,63,-65,80,82,-84,63,82,145
Apesquad Spring Invitational,2017-03-11,Open Women's 69 kg,carolina lima,68.3,-55,56,58,70,-72,-72,58,70,128
Apesquad Spring Invitational,2017-03-11,Open Women's 53 kg,Kristine Suero,50.9,40,43,-45,56,60,-62,43,60,103
Apesquad Spring Invitational,2017-03-11,Open Women's 69 kg,Miriana Zanon,64.8,39,42,-45,55,58,61,42,61,103
Apesquad Spring Invitational,2017-03-11,Open Men's 77 kg,Mitchell Bradley,75.6,-76,-78,-78,96,-100,100,0,100,100
Apesquad Spring Invitational,2017-03-11,Women's Masters (40-44) 58 kg,DeAnna Visser,57.1,33,-35,35,35,-38,40,35,40,75
