meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's 63 kg,Angela Carlberg,61.1,51,53,-56,71,-75,75,53,75,128
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's +75 Kg,caroline speck,86.9,58,58,60,65,-68,68,60,68,128
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Women's 16-17 Age Group 58 kg,Nicole Andrews,56.2,54,-56,57,-68,69,-72,57,69,126
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Women's Masters (35-39) 75 kg,Catherine Gardner,73.75,50,-51,51,71,-75,75,51,75,126
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's 63 kg,Kasey Simmons,60.85,53,56,-58,66,-69,-71,56,66,122
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's 75 kg,Kara McIver,72.7,46,48,-51,-71,71,-73,48,71,119
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Women's Masters (40-44) 63 kg,Shannon Whiteman,61.65,36,41,46,55,65,71,46,71,117
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's 69 kg,Karla Herdzik,67.27,45,48,-50,-67,-68,68,48,68,116
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Women's 16-17 Age Group 69 kg,Selina Sakrisson,65.4,45,48,51,59,65,-68,51,65,116
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's 58 kg,Katherine McGinnis,56.4,-48,48,51,-62,62,-65,51,62,113
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's +75 Kg,Btitny Carter,83.5,40,44,49,55,-60,-65,49,55,104
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's 53 kg,Lucy Nguyen,48.7,38,42,-46,52,56,60,42,60,102
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's 69 kg,Whitney Suarez,68.49,38,-43,43,48,53,57,43,57,100
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's 58 kg,Samantha Labille,56.54,-45,45,47,53,-55,-55,47,53,100
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's 63 kg,Kim Hoag,59.45,37,42,-47,52,-57,57,42,57,99
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's 75 kg,Kelly Allen,71.45,30,34,37,53,56,60,37,60,97
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's +75 Kg,Lisa Minnick,93,35,38,-41,52,-56,56,38,56,94
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Women's Masters (35-39) +75 kg,Jamie Bruen,75.27,40,44,-52,47,-52,-55,44,47,91
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Women's Masters (40-44) 63 kg,Kimberly Simpson,61.72,30,35,-37,-43,-50,50,35,50,85
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's 69 kg,Nguyen Nguyen,65.9,33,36,-38,-48,48,-50,36,48,84
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Men's 56 kg,Maddux Mitchll,52.9,34,-36,36,43,-47,47,36,47,83
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's 53 kg,Heather Hudson,52.65,64,-67,68,-81,-81,-85,68,0,68
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Women's Masters (50-54) 58 kg,Elizabeth Sanchez Pena,57.45,26,29,-31,34,-37,37,29,37,66
Lift Like a Girl Developmental Meet (Novice Lifters Only),2016-02-13,Open Women's 53 kg,Beth Kroman,50.82,25,-29,-29,30,33,36,25,36,61
