meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Boise Barbell Open,2017-06-10,Open Men's 94 kg,Dylan Clagg,90.08,105,108,111,128,-134,134,111,134,245
Boise Barbell Open,2017-06-10,Open Men's 85 kg,Tyson Hymas,79.54,95,98,-101,115,120,121,98,121,219
Boise Barbell Open,2017-06-10,Open Men's 105 kg,Andres Bueno,98.26,80,84,-87,115,120,125,84,125,209
Boise Barbell Open,2017-06-10,Open Men's 85 kg,Matthew Young,84.08,85,-90,90,90,98,105,90,105,195
Boise Barbell Open,2017-06-10,Open Men's 105 kg,Neil Skorka,101.84,65,68,-70,-100,100,103,68,103,171
Boise Barbell Open,2017-06-10,Open Men's 77 kg,Alec Hedlund,72.84,-72,-72,72,90,95,98,72,98,170
Boise Barbell Open,2017-06-10,Men's 14-15 Age Group 62 kg,Lucas Carlisle,61.58,69,71,-75,91,93,94,71,94,165
Boise Barbell Open,2017-06-10,Women's Masters (45-49) +90 kg,Deborah Hanscom,95.77,62,65,-68,84,87,90,65,90,155
Boise Barbell Open,2017-06-10,Open Men's 77 kg,Matthew Davis,71.22,62,-66,-66,82,-86,-87,62,82,144
Boise Barbell Open,2017-06-10,Open Women's 53 kg,Catherine Bristow,52.78,60,62,64,-76,76,79,64,79,143
Boise Barbell Open,2017-06-10,Open Women's 58 kg,Leah Noland,57.92,62,-65,65,-76,76,-79,65,76,141
Boise Barbell Open,2017-06-10,Open Women's 75 kg,Danielle Murray,74.06,53,56,59,75,80,-84,59,80,139
Boise Barbell Open,2017-06-10,Women's Masters (35-39) 58 kg,Chrisie Paiz,57.71,50,52,-54,70,-73,75,52,75,127
Boise Barbell Open,2017-06-10,Women's Masters (40-44) 58 kg,Gillian Sakai,58,49,54,-58,65,-70,70,54,70,124
Boise Barbell Open,2017-06-10,Open Men's 62 kg,Jordan Morgan,60.74,50,54,56,63,66,-68,56,66,122
Boise Barbell Open,2017-06-10,Women's Masters (35-39) 63 kg,Jessica Comer,60.4,45,48,50,60,64,-67,50,64,114
Boise Barbell Open,2017-06-10,Open Men's 77 kg,Parker Knight,76.4,-92,-92,-96,105,110,-116,0,110,110
Boise Barbell Open,2017-06-10,Men's 13 Under Age Group 62 Kg,Kieran Dalton,61.42,40,44,48,50,54,58,48,58,106
Boise Barbell Open,2017-06-10,Open Men's 69 kg,Connor Davis,66.3,-89,-89,-90,-106,106,-110,0,106,106
Boise Barbell Open,2017-06-10,Open Women's 69 kg,Melissa Matthews,67.94,34,36,39,57,60,63,39,63,102
Boise Barbell Open,2017-06-10,Open Women's 69 kg,Dalia Mellish,69,38,41,44,-48,48,52,44,52,96
Boise Barbell Open,2017-06-10,Open Women's 48 kg,Caroline Merritt,47.99,-34,34,36,-48,48,-50,36,48,84
Boise Barbell Open,2017-06-10,Women's Masters (35-39) 69 kg,Sara Pippitt,66.84,27,30,34,46,49,-53,34,49,83
Boise Barbell Open,2017-06-10,Women's 13 Under Age Group 31kg,SkotLynd Cagle,24.41,12,14,-16,16,-19,-20,14,16,30
Boise Barbell Open,2017-06-10,Open Women's 53 kg,Gillian Druzisky,49.63,-45,-45,-45,0,0,0,0,0,0
