event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Cornwall Weightlifting Open 2019,2019-09-21,Men's Under 23 89Kg,Ben Irish,85.5,84,88,92,110,115,120,92,120,212
Cornwall Weightlifting Open 2019,2019-09-21,Men's Masters (35-39) 109Kg,Stephen Roach,104.2,82,-87,-87,105,111,115,82,115,197
Cornwall Weightlifting Open 2019,2019-09-21,Men's Senior 96Kg,Chris Mann,93.5,-80,80,-85,105,110,115,80,115,195
Cornwall Weightlifting Open 2019,2019-09-21,Men's Junior Under 20 109Kg,Harvey Spear,108.1,78,84,-88,95,102,110,84,110,194
Cornwall Weightlifting Open 2019,2019-09-21,Women's Senior 59Kg,Helen Jewell,58.2,78,82,-85,95,100,103,82,103,185
Cornwall Weightlifting Open 2019,2019-09-21,Men's Masters (35-39) 81Kg,Mike Thiele,76,75,79,-83,100,105,-110,79,105,184
Cornwall Weightlifting Open 2019,2019-09-21,Men's Masters (40-44) 89Kg,Mark Butcher,86.2,72,79,-84,90,96,-102,79,96,175
Cornwall Weightlifting Open 2019,2019-09-21,Men's Senior 109+Kg,Ryan Bebbington,110.2,-75,75,-78,85,88,-90,75,88,163
Cornwall Weightlifting Open 2019,2019-09-21,Men's Senior 109Kg,Scott Bebbington,104.9,65,68,-71,87,90,94,68,94,162
Cornwall Weightlifting Open 2019,2019-09-21,Women's Senior 81Kg,Kasia Symons,78.4,60,-65,66,83,89,92,66,92,158
Cornwall Weightlifting Open 2019,2019-09-21,Men's Youth Under 15 73Kg,Joshua Haskell,73,60,65,70,80,85,-90,70,85,155
Cornwall Weightlifting Open 2019,2019-09-21,Women's Senior 59Kg,Emily Seymour,58.4,60,63,66,70,75,80,66,80,146
Cornwall Weightlifting Open 2019,2019-09-21,Women's Senior 64Kg,Chloe Blackmur,60.7,55,57,60,73,76,80,60,80,140
Cornwall Weightlifting Open 2019,2019-09-21,Women's Senior 71Kg,Kimberley Clarke,67.4,51,54,-60,65,69,74,54,74,128
Cornwall Weightlifting Open 2019,2019-09-21,Women's Senior 64Kg,Kiah Rosenstein,62.4,-50,50,-55,65,-70,73,50,73,123
Cornwall Weightlifting Open 2019,2019-09-21,Men's Senior 109+Kg,Anthony Raftery,135.4,100,112,115,0,0,0,115,0,115
Cornwall Weightlifting Open 2019,2019-09-21,Women's Under 23 71Kg,Ellen Curnow,68.1,40,45,50,60,63,-66,50,63,113
Cornwall Weightlifting Open 2019,2019-09-21,Women's Senior 55Kg,Natalia Waniczek,54.6,43,46,-50,58,62,-63,46,62,108
Cornwall Weightlifting Open 2019,2019-09-21,Women's Masters (40-44) 71Kg,Gemma Pople,70.2,36,40,-44,-53,53,58,40,58,98
Cornwall Weightlifting Open 2019,2019-09-21,Women's Senior 87+Kg,Samantha Boarer,128.8,25,26,28,35,40,-45,28,40,68
