event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Scottish Schools Open & Development Cup Round 4,2022-12-04,Men's Youth Under 17 67Kg,rhys deeley,66.65,-87,87,-91,110,-116,0,87,110,197
Scottish Schools Open & Development Cup Round 4,2022-12-04,Men's Youth Under 17 89Kg,Charlie  Farndon,87.6,60,-70,-70,85,90,-97,60,90,150
Scottish Schools Open & Development Cup Round 4,2022-12-04,Men's Youth Under 15 61Kg,Gregor Wood,59.75,-59,60,63,75,78,80,63,80,143
Scottish Schools Open & Development Cup Round 4,2022-12-04,Women's Youth Under 17 49Kg,Jorja McNaughton,48.35,54,57,-59,64,67,-69,57,67,124
Scottish Schools Open & Development Cup Round 4,2022-12-04,Men's Youth Under 15 102+Kg,Callum Howe,103.7,50,-54,54,57,62,66,54,66,120
Scottish Schools Open & Development Cup Round 4,2022-12-04,Women's Youth Under 15 64Kg,Iona Currie,63.65,43,45,47,50,53,56,47,56,103
Scottish Schools Open & Development Cup Round 4,2022-12-04,Men's Youth Under 15 73Kg,Craig Meldrum,73,28,30,33,40,-45,45,33,45,78
Scottish Schools Open & Development Cup Round 4,2022-12-04,Women's Youth Under 15 49Kg,Robyn Harris,46.8,26,-28,28,38,41,44,28,44,72
Scottish Schools Open & Development Cup Round 4,2022-12-04,Women's Youth Under 15 59Kg,Ciara Docherty,57.95,26,29,34,32,35,38,34,38,72
Scottish Schools Open & Development Cup Round 4,2022-12-04,Men's Youth Under 15 49Kg,Olli Sanderson,44.8,23,25,28,30,33,36,28,36,64
