event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Celtic Nations Championships 2019,2019-12-01,Men's Under 23 89Kg,Allen Brindley,87,123,126,-130,145,150,-155,126,150,276
Celtic Nations Championships 2019,2019-12-04,Men's Junior Under 20 109Kg,Harry Nelms,103.9,110,115,120,140,147,152,120,152,272
Celtic Nations Championships 2019,2019-12-03,Men's Junior Under 20 73Kg,Michael Farmer,69.6,110,114,-118,140,-145,-145,114,140,254
Celtic Nations Championships 2019,2019-11-30,Men's Junior Under 20 96Kg,Jay Carmichael,92.1,110,-114,-114,128,133,140,110,140,250
Celtic Nations Championships 2019,2019-12-02,Men's Junior Under 20 89Kg,Rhodri Beynon,82,110,114,-117,120,126,130,114,130,244
Celtic Nations Championships 2019,2019-11-30,Men's Junior Under 20 96Kg,James Hart,94,-103,103,-108,125,130,134,103,134,237
Celtic Nations Championships 2019,2019-11-30,Men's Youth Under 17 81Kg,Joshua Lynch,80.4,95,100,105,120,125,131,105,131,236
Celtic Nations Championships 2019,2019-11-30,Men's Junior Under 20 81Kg,Jacob Hill Izani,77.9,95,98,101,120,125,128,101,128,229
Celtic Nations Championships 2019,2019-11-30,Men's Youth Under 17 96Kg,Archie Reid,93.9,90,95,98,112,117,122,98,122,220
Celtic Nations Championships 2019,2019-11-30,Men's Junior Under 20 89Kg,Theo Morris,82.2,90,95,101,110,117,-125,101,117,218
Celtic Nations Championships 2019,2019-11-30,Men's Youth Under 17 73Kg,Ross Sinclair,72.6,85,90,-95,110,-115,117,90,117,207
Celtic Nations Championships 2019,2019-11-30,Men's Junior Under 20 81Kg,david walker,80.3,85,88,-90,95,98,101,88,101,189
Celtic Nations Championships 2019,2019-11-30,Women's Senior 71Kg,Christie Marie Williams,65.9,80,83,85,100,103,-105,85,103,188
Celtic Nations Championships 2019,2019-11-30,Men's Youth Under 17 67Kg,ally mcgrath,63.2,-80,-80,80,105,-110,-110,80,105,185
Celtic Nations Championships 2019,2019-11-30,Men's Youth Under 15 81Kg,Callum Holland,77.1,80,-85,-85,-105,105,-110,80,105,185
Celtic Nations Championships 2019,2019-11-30,Women's Junior Under 20 55Kg,Catrin Jones,54.8,75,-78,78,95,100,103,78,103,181
Celtic Nations Championships 2019,2019-11-30,Men's Youth Under 17 67Kg,leighton yates,66.5,75,-80,80,95,100,-105,80,100,180
Celtic Nations Championships 2019,2019-11-30,Women's Senior 76Kg,Lauren Burley,71.2,-78,-78,78,102,-106,-105,78,102,180
Celtic Nations Championships 2019,2019-11-30,Women's Senior 71Kg,nikki hamilton,64.9,75,78,81,92,96,98,81,98,179
Celtic Nations Championships 2019,2019-11-30,Women's Senior 71Kg,Enlli Jones,70.5,73,-75,75,95,100,-105,75,100,175
Celtic Nations Championships 2019,2019-11-30,Women's Junior Under 20 64Kg,Alice Aitchison,63.1,-70,72,75,88,91,94,75,94,169
Celtic Nations Championships 2019,2019-11-30,Women's Masters (35-39) 64Kg,Jodey Hughes,63.6,-70,70,73,-90,90,-94,73,90,163
Celtic Nations Championships 2019,2019-11-30,Women's Senior 64Kg,Lesley Brown,63.3,-69,-70,70,88,90,-92,70,90,160
Celtic Nations Championships 2019,2019-11-30,Women's Junior Under 20 76Kg,chloe hood,73,65,69,-74,83,86,89,69,89,158
Celtic Nations Championships 2019,2019-11-30,Men's Youth Under 15 61Kg,Daniel Davies,60.2,65,68,-70,82,85,87,68,87,155
Celtic Nations Championships 2019,2019-11-30,Women's Youth Under 17 81Kg,Josephine Holly Morrogh  Bernard,77.5,67,70,-72,75,78,80,70,80,150
Celtic Nations Championships 2019,2019-11-30,Women's Youth Under 17 76Kg,Macy John,71.6,-57,57,0,80,83,-86,57,83,140
Celtic Nations Championships 2019,2019-11-30,Women's Junior Under 20 64Kg,Rowan Morrogh Bernard,61.5,58,60,62,72,76,-80,62,76,138
Celtic Nations Championships 2019,2019-11-30,Women's Junior Under 20 64Kg,Kelly Skea,60,45,50,55,70,-75,75,55,75,130
Celtic Nations Championships 2019,2019-11-30,Women's Youth Under 15 59Kg,Charlotte Whalley,56.1,50,53,-55,70,-73,-73,53,70,123
Celtic Nations Championships 2019,2019-11-30,Women's Senior 71Kg,Beth Jones,66.2,46,50,53,65,68,70,53,70,123
Celtic Nations Championships 2019,2019-11-30,Women's Youth Under 15 81+Kg,Kaitlyn Cartwright,88.6,45,50,-55,65,-69,-69,50,65,115
Celtic Nations Championships 2019,2019-11-30,Women's Youth Under 15 59Kg,Mena Williams,58.8,45,48,50,-60,60,64,50,64,114
Celtic Nations Championships 2019,2019-11-30,Women's Youth Under 15 45Kg,Jorja McNaughton,43.6,32,36,39,40,43,-46,39,43,82
