event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2021 British Age Groups,2021-11-28,Men's Under 23 109Kg,omar keshta,105.4,137,142,-145,175,182,0,142,182,324
2021 British Age Groups,2021-11-28,Men's Under 23 109+Kg,Daniel O'Hare,113.2,136,141,-145,-176,179,-185,141,179,320
2021 British Age Groups,2021-11-28,Men's Junior Under 20 96Kg,Myren Madden,93.7,125,-130,-130,150,-156,161,125,161,286
2021 British Age Groups,2021-11-28,Men's Junior Under 20 109+Kg,David Smith,130.9,-127,127,130,151,-158,-158,130,151,281
2021 British Age Groups,2021-11-28,Men's Junior Under 20 96Kg,Edward Owen,94.8,110,-115,117,140,145,151,117,151,268
2021 British Age Groups,2021-11-28,Men's Junior Under 20 96Kg,Aiden Sheeran,94.6,105,110,-115,145,-152,155,110,155,265
2021 British Age Groups,2021-11-28,Men's Under 23 96Kg,Shane Martin,93.3,115,120,123,133,140,-145,123,140,263
2021 British Age Groups,2021-11-28,Men's Junior Under 20 89Kg,Michael Ellison,87.8,110,115,-120,135,140,-146,115,140,255
2021 British Age Groups,2021-11-28,Men's Under 23 102Kg,Adam Smith,101.7,113,118,-122,-133,-133,133,118,133,251
2021 British Age Groups,2021-11-28,Men's Under 23 102Kg,Joshua Hutton,100.2,115,120,-125,120,130,-137,120,130,250
2021 British Age Groups,2021-11-28,Men's Under 23 89Kg,Samuel Calway,87.3,105,110,-113,-136,136,-141,110,136,246
2021 British Age Groups,2021-11-28,Men's Under 23 89Kg,Joseph White,86.7,103,107,111,134,-138,-139,111,134,245
2021 British Age Groups,2021-11-28,Men's Junior Under 20 81Kg,Ross Sinclair,79.5,100,105,110,125,133,-140,110,133,243
2021 British Age Groups,2021-11-28,Men's Junior Under 20 102Kg,Oliver Godwin,101,104,107,110,-130,130,133,110,133,243
2021 British Age Groups,2021-11-28,Men's Junior Under 20 89Kg,Finley Austin,83.8,-105,105,110,130,0,0,110,130,240
2021 British Age Groups,2021-11-28,Men's Junior Under 20 109+Kg,Amir Doshmanziari,131,100,106,-110,120,-125,125,106,125,231
2021 British Age Groups,2021-11-28,Men's Youth Under 17 89Kg,Frankie Williams,83.3,-105,-105,105,-120,120,-128,105,120,225
2021 British Age Groups,2021-11-28,Men's Youth Under 17 96Kg,Matthew McKee,92,85,-90,95,115,125,130,95,130,225
2021 British Age Groups,2021-11-28,Men's Under 23 96Kg,(Eugene) Wei Chien Teoh,93.6,100,105,-107,110,115,120,105,120,225
2021 British Age Groups,2021-11-28,Men's Junior Under 20 109Kg,Eron Murray,105,95,100,103,-120,120,-130,103,120,223
2021 British Age Groups,2021-11-28,Men's Under 23 89Kg,Josh Simpson,86.5,90,95,-102,120,127,-135,95,127,222
2021 British Age Groups,2021-11-28,Men's Under 23 109Kg,Ronan Wallace,109,90,96,101,113,117,121,101,121,222
2021 British Age Groups,2021-11-28,Men's Junior Under 20 73Kg,Thomas Woodward,72.2,92,96,100,115,120,-125,100,120,220
2021 British Age Groups,2021-11-28,Men's Junior Under 20 67Kg,Garin Beams,65.5,96,-100,-100,115,120,-125,96,120,216
2021 British Age Groups,2021-11-28,Men's Junior Under 20 89Kg,Tom Churchill,84.9,90,95,-98,112,117,-121,95,117,212
2021 British Age Groups,2021-11-28,Men's Under 23 73Kg,Ji Fung Ethan Lam,70.5,90,-95,95,112,116,-120,95,116,211
2021 British Age Groups,2021-11-28,Men's Junior Under 20 73Kg,James Richardson,68.9,-90,90,95,111,115,-121,95,115,210
2021 British Age Groups,2021-11-28,Men's Junior Under 20 61Kg,Benjamin Hickling,58.5,-91,91,-95,-115,118,-121,91,118,209
2021 British Age Groups,2021-11-28,Men's Junior Under 20 89Kg,Kyle Colella,87.1,85,88,90,115,118,-121,90,118,208
2021 British Age Groups,2021-11-28,Men's Youth Under 17 67Kg,Leonard Cox,67,82,85,88,106,111,118,88,118,206
2021 British Age Groups,2021-11-28,Men's Under 23 67Kg,Thomas D'Arcy-Smith,65.3,85,90,-95,105,110,115,90,115,205
2021 British Age Groups,2021-11-28,Men's Under 23 73Kg,Harvey Norton,71.6,-85,85,-90,105,110,117,85,117,202
