event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
BWL North Open and Masters 2018,2018-12-01,Men's Under 23 109+Kg,Mackenzie Middleton,120.7,120,-130,-132,155,-160,165,120,165,285
BWL North Open and Masters 2018,2018-12-01,Men's Senior 89Kg,Matthew Dixon,87.5,115,120,0,140,145,0,120,145,265
BWL North Open and Masters 2018,2018-12-01,Men's Senior 109Kg,Daniel Papa,104,104,111,120,127,134,140,120,140,260
BWL North Open and Masters 2018,2018-12-01,Men's Under 23 89Kg,Edward Smale,83.5,106,109,113,137,-142,147,113,147,260
BWL North Open and Masters 2018,2018-12-01,Men's Junior Under 20 89Kg,Daniel Papa,85.3,104,111,120,127,134,140,120,140,260
BWL North Open and Masters 2018,2018-12-01,Men's Senior 81Kg,Haydn Crook,79,102,106,108,135,142,143,108,143,251
BWL North Open and Masters 2018,2018-12-01,Men's Senior 81Kg,Joseph Cowen,79.1,115,-118,-118,135,-138,-140,115,135,250
BWL North Open and Masters 2018,2018-12-01,Men's Senior 89Kg,Oliver Dobson,86.8,93,98,103,135,143,-150,103,143,246
BWL North Open and Masters 2018,2018-12-01,Men's Senior 96Kg,Charis Louca,93.1,101,106,111,121,126,-131,111,126,237
BWL North Open and Masters 2018,2018-12-01,Men's Senior 73Kg,Dane Charles,71.6,98,105,-108,118,124,127,105,127,232
BWL North Open and Masters 2018,2018-12-01,Men's Senior 96Kg,Sean Mcloughlin,93.7,99,102,-104,120,-130,130,102,130,232
BWL North Open and Masters 2018,2018-12-01,Men's Senior 73Kg,Neil Thomas,72.2,85,90,93,120,125,128,93,128,221
BWL North Open and Masters 2018,2018-12-01,Men's Senior 89Kg,Warren Nightingale,85.2,-93,93,98,117,122,-127,98,122,220
BWL North Open and Masters 2018,2018-12-01,Men's Senior 73Kg,Jugal Thapa,71.3,93,97,-100,120,-126,-126,97,120,217
BWL North Open and Masters 2018,2018-12-01,Men's Senior 89Kg,Sahand Zanjani pour,87.9,82,-86,88,97,102,106,88,106,194
