event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
LOWA Invitational 3 2019,2019-07-27,Men's Senior 109Kg,David Harding-Prior,109,125,130,136,151,-157,161,136,161,297
LOWA Invitational 3 2019,2019-07-27,Men's Senior 81Kg,Albert Delorino,81,98,105,-110,125,130,133,105,133,238
LOWA Invitational 3 2019,2019-07-27,Men's Senior 73Kg,Henry Li,73,80,-85,87,105,-105,110,87,110,197
LOWA Invitational 3 2019,2019-07-27,Men's Under 23 73Kg,Alvin Lee,73,80,85,-90,100,105,107,85,107,192
LOWA Invitational 3 2019,2019-07-27,Men's Under 23 67Kg,Frederick Norris,67,70,75,80,92,97,100,80,100,180
LOWA Invitational 3 2019,2019-07-27,Men's Masters (40-44) 89Kg,Mark Butcher,89,74,79,83,91,-97,-102,83,91,174
LOWA Invitational 3 2019,2019-07-27,Women's Senior 64Kg,Sarah Hearn,64,59,62,64,80,84,-88,64,84,148
LOWA Invitational 3 2019,2019-07-27,Women's Masters (45-49) 71Kg,Elaine Sims,71,-60,60,-65,74,77,-82,60,77,137
LOWA Invitational 3 2019,2019-07-27,Women's Masters (40-44) 59Kg,Linn Mayhew,59,54,57,-62,69,-72,72,57,72,129
LOWA Invitational 3 2019,2019-07-27,Women's Senior 55Kg,Beth Massey,55,47,49,50,57,59,-61,50,59,109
LOWA Invitational 3 2019,2019-07-27,Women's Masters (40-44) 59Kg,Sarah Hilton,59,46,-48,48,-59,59,-61,48,59,107
