event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Scottish Youth Championships 2019,2019-06-23,Men's Youth Under 17 81Kg,Drew Burns,78.8,105,-110,-110,125,-131,-131,105,125,230
Scottish Youth Championships 2019,2019-06-23,Men's Youth Under 17 81Kg,Aiden Sheeran,74.45,87,92,95,127,132,-136,95,132,227
Scottish Youth Championships 2019,2019-06-23,Men's Youth Under 17 67Kg,ally mcgrath,65.45,85,90,-93,107,112,117,90,117,207
Scottish Youth Championships 2019,2019-06-23,Men's Youth Under 17 73Kg,Ross Sinclair,69.95,80,85,90,110,-115,115,90,115,205
Scottish Youth Championships 2019,2019-06-23,Men's Youth Under 15 73Kg,Callum Holland,71.3,-80,80,-85,100,105,-110,80,105,185
Scottish Youth Championships 2019,2019-06-23,Men's Youth Under 17 73Kg,Ryven Ewing,70.35,70,75,-80,95,100,105,75,105,180
Scottish Youth Championships 2019,2019-06-23,Men's Youth Under 15 96Kg,Aaron Scott,95.9,65,-68,68,80,-84,84,68,84,152
Scottish Youth Championships 2019,2019-06-23,Women's Youth Under 15 81Kg,Tyler Johnston,79.5,-62,62,65,-80,80,85,65,85,150
Scottish Youth Championships 2019,2019-06-23,Women's Youth Under 17 76Kg,Josephine Holly Morrogh  Bernard,75.2,60,64,0,-71,71,75,64,75,139
Scottish Youth Championships 2019,2019-06-23,Women's Youth Under 17 81+Kg,kristana johnston,110.4,-55,-55,55,70,74,-77,55,74,129
Scottish Youth Championships 2019,2019-06-23,Men's Youth Under 15 73Kg,cody johnston,69,47,50,-52,57,61,-63,50,61,111
Scottish Youth Championships 2019,2019-06-23,Men's Youth Under 17 61Kg,Daniel Brown,59.5,47,50,-52,60,-65,-65,50,60,110
Scottish Youth Championships 2019,2019-06-23,Men's Youth Under 15 49Kg,rhys deeley,44.8,37,40,42,50,53,54,42,54,96
Scottish Youth Championships 2019,2019-06-23,Women's Youth Under 15 55Kg,Aimee Robertson,54.4,33,36,-38,-52,52,-56,36,52,88
Scottish Youth Championships 2019,2019-06-23,Women's Youth Under 17 59Kg,Kiera O'Donnell,58.3,35,38,-41,43,46,48,38,48,86
Scottish Youth Championships 2019,2019-06-23,Women's Youth Under 15 45Kg,Jorja McNaughton,43.5,31,33,35,-37,37,-40,35,37,72
Scottish Youth Championships 2019,2019-06-23,Women's Youth Under 15 81Kg,Kaitlyn Cartwright,79.5,-45,-45,-48,60,65,70,0,70,70
