event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Senior 109Kg,Solomon Ocquaye,109,120,125,-130,143,147,-150,125,147,272
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Senior 81Kg,Kevin Tao,81,110,115,-120,130,137,142,115,142,257
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Senior 81Kg,Cedric Leduc,81,105,110,113,130,-135,-137,113,130,243
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Senior 89Kg,Saeed Asghari,89,98,102,-105,127,132,-137,102,132,234
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Senior 81Kg,Perry Stevens,81,95,100,104,120,125,-131,104,125,229
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Senior 96Kg,Michael Avila,96,95,100,-110,-125,125,-130,100,125,225
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Senior 89Kg,Scott Ward,89,90,94,-98,113,118,124,94,124,218
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Senior 81Kg,Katrina FEKLISTOVA,81,89,93,95,113,119,120,95,120,215
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Senior 71Kg,Erin Barton,71,85,89,92,113,119,120,92,120,212
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Masters (40-44) 109+Kg,Dominic Patmore,115.6,84,87,90,115,-121,-123,90,115,205
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Masters (50-54) 67Kg,Stewart Cruikshank,67,80,84,88,105,108,112,88,112,200
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Senior 109Kg,Thomas Thomson,109,80,-85,85,100,105,110,85,110,195
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Senior 67Kg,James Stockwell,67,84,-87,90,105,-111,-114,90,105,195
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Senior 67Kg,Khoa Vo,67,-85,85,89,-103,103,-108,89,103,192
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Senior 81Kg,Tommy Ting,81,70,75,-80,105,110,-112,75,110,185
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Youth Under 17 73Kg,Edward Skinner,73,72,77,81,95,101,-105,81,101,182
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Masters (40-44) 109Kg,Jon Khoo,109,70,-74,-74,102,107,-112,70,107,177
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Masters (35-39) 87+Kg,Samantha Williams,92.55,70,75,78,-93,93,-95,78,93,171
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Youth Under 17 89Kg,Stanley McIntyre,89,72,78,-81,90,-96,-96,78,90,168
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Senior 96Kg,Adam Roper,96,67,71,-74,-93,95,-98,71,95,166
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Senior 71Kg,Holly Tavana,71,68,71,73,85,88,90,73,90,163
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Youth Under 17 61Kg,Tayla Hounsell,61,67,71,-75,85,90,-95,71,90,161
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Under 23 81Kg,Funmi Morgan,81,67,70,72,81,84,87,72,87,159
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Junior Under 20 87Kg,Miah Bucknor,87,67,70,-73,82,85,-87,70,85,155
CLOSED* Crystal Palace Autumn Open,2022-10-01,Men's Senior 73Kg,Fahim Ahmed,73,-65,65,-67,80,88,-90,65,88,153
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Masters (45-49) 76Kg,Elaine Sims,76,60,65,68,77,81,-85,68,81,149
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Senior 76Kg,Alessandra Demuro,76,58,61,63,-75,75,-78,63,75,138
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Senior 76Kg,Eleonora Bajo,76,57,60,-62,72,75,77,60,77,137
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Senior 59Kg,Michelle Fischer,59,53,56,58,72,75,-77,58,75,133
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Masters (45-49) 76Kg,Marie-Pierre Shaw,76,50,-53,54,65,69,-73,54,69,123
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Youth Under 17 64Kg,Pavan Shonpal,64,47,-50,50,60,63,65,50,65,115
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Under 23 64Kg,Carys Harper,64,45,48,-50,60,65,-68,48,65,113
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Senior 71Kg,Ella Lawrence,71,45,-49,50,-55,55,60,50,60,110
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Youth Under 15 64Kg,Kiera Houlker-Mountier,64,-45,45,-50,60,-63,63,45,63,108
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Junior Under 20 59Kg,Afreen Akthar,59,43,45,47,55,57,60,47,60,107
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Youth Under 17 64Kg,Ruby Mercer,64,45,-48,48,58,-63,-63,48,58,106
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Senior 76Kg,Alessandra Mariani,76,-45,45,48,55,58,-60,48,58,106
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Masters (50-54) 55Kg,Lucy Selway,55,45,47,-49,55,57,-60,47,57,104
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Masters (45-49) 87Kg,Paola Roccuzzo,87,40,43,45,58,-61,-61,45,58,103
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Youth Under 15 64Kg,Ophelia Harrison,64,42,45,-48,55,-58,-58,45,55,100
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Masters (35-39) 64Kg,Nuala Mchugh,64,43,-45,-45,53,56,-58,43,56,99
CLOSED* Crystal Palace Autumn Open,2022-10-01,Women's Youth Under 15 64Kg,Saffron Butler,64,41,42,43,52,54,-56,43,54,97
