event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
OreWeightlifting Autumn Open,2022-10-02,Men's Senior 89Kg,Michal Skorupka,87.2,92,96,102,123,133,142,102,142,244
OreWeightlifting Autumn Open,2022-10-02,Men's Senior 73Kg,Antonio Capavanni,71.2,-101,101,-104,122,125,-128,101,125,226
OreWeightlifting Autumn Open,2022-10-02,Men's Senior 96Kg,James Stonehewer,91.2,96,-100,100,116,121,-126,100,121,221
OreWeightlifting Autumn Open,2022-10-02,Men's Senior 96Kg,Michael Andrews,95.1,85,92,100,-115,120,-126,100,120,220
OreWeightlifting Autumn Open,2022-10-02,Men's Senior 109+Kg,Kevin Bunter,133.4,80,85,90,115,123,130,90,130,220
OreWeightlifting Autumn Open,2022-10-02,Men's Senior 89Kg,Joseph Thamrin,86.9,-90,90,94,110,-117,-120,94,110,204
OreWeightlifting Autumn Open,2022-10-02,Men's Senior 89Kg,Sam Logan,86.3,85,90,-92,-106,110,-115,90,110,200
OreWeightlifting Autumn Open,2022-10-02,Men's Senior 89Kg,Christian Glinister,81.8,84,87,-90,110,113,-115,87,113,200
OreWeightlifting Autumn Open,2022-10-02,Men's Youth Under 17 73Kg,Seamus Leonard -Thomas,70.1,60,-65,65,81,87,93,65,93,158
OreWeightlifting Autumn Open,2022-10-02,Women's Senior 87+Kg,Alex Foden,107.5,62,66,-70,73,77,81,66,81,147
OreWeightlifting Autumn Open,2022-10-02,Men's Senior 73Kg,Josh Brookes,70.1,50,-55,55,-80,80,90,55,90,145
OreWeightlifting Autumn Open,2022-10-02,Women's Senior 64Kg,Olga Semenko,62.5,60,63,-66,77,79,81,63,81,144
OreWeightlifting Autumn Open,2022-10-02,Women's Senior 59Kg,Annisa Blairs,58.4,53,57,61,70,-74,-75,61,70,131
OreWeightlifting Autumn Open,2022-10-02,Women's Junior Under 20 71Kg,Chloe Ramage,70.4,-57,-57,57,66,69,71,57,71,128
OreWeightlifting Autumn Open,2022-10-02,Women's Under 23 76Kg,Heather  James,72.9,52,56,-60,64,-67,69,56,69,125
OreWeightlifting Autumn Open,2022-10-02,Women's Under 23 59Kg,Rachel Cohen,57,50,54,-60,65,68,-72,54,68,122
OreWeightlifting Autumn Open,2022-10-02,Women's Masters (45-49) 71Kg,Clair Conabeare,70.9,45,48,50,60,64,-68,50,64,114
OreWeightlifting Autumn Open,2022-10-02,Women's Youth Under 15 81Kg,Chloe Whitham,79.8,-47,47,50,57,59,61,50,61,111
OreWeightlifting Autumn Open,2022-10-02,Women's Youth Under 17 71Kg,Serrinah Drammeh,68.4,-40,41,44,58,62,66,44,66,110
OreWeightlifting Autumn Open,2022-10-02,Men's Youth Under 15 61Kg,Jason Joseph,59.6,42,46,-50,52,56,60,46,60,106
OreWeightlifting Autumn Open,2022-10-02,Women's Senior 71Kg,Anastasia Garnett,68.6,35,40,45,50,55,-60,45,55,100
OreWeightlifting Autumn Open,2022-10-02,Women's Senior 87Kg,Amy Hopkins,86.5,35,37,39,45,50,56,39,56,95
OreWeightlifting Autumn Open,2022-10-02,Women's Senior 55Kg,Zara Hindmarsh,52.9,37,39,41,50,52,-54,41,52,93
OreWeightlifting Autumn Open,2022-10-02,Women's Youth Under 15 81+Kg,Mia Evans,89.9,30,35,40,40,45,50,40,50,90
OreWeightlifting Autumn Open,2022-10-02,Women's Youth Under 17 59Kg,Nevaeh Parry,57.1,35,38,-41,-47,48,51,38,51,89
OreWeightlifting Autumn Open,2022-10-02,Women's Masters (45-49) 59Kg,Rukiye Vurguncu-Forshaw,58.7,35,38,-40,45,-50,-50,38,45,83
OreWeightlifting Autumn Open,2022-10-02,Women's Junior Under 20 55Kg,emma brooks,54.1,35,-38,38,44,-48,-48,38,44,82
OreWeightlifting Autumn Open,2022-10-02,Women's Youth Under 15 55Kg,Jamie Hughes,51,25,27,29,30,35,-38,29,35,64
OreWeightlifting Autumn Open,2022-10-02,Men's Senior 109+Kg,Geoffrey Smith,122.3,-110,-110,-110,0,0,0,0,0,0
