event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Men's Senior +105Kg,Daniel Babatunde,109.8,125,-133,135,150,-168,168,135,168,303
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Men's Under 23 85Kg,Daniel Siegel,84.7,85,96,108,105,120,130,108,130,238
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Men's Under 23 85Kg,Michael Allen,84.7,-85,85,100,120,130,-133,100,130,230
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Men's Under 23 85Kg,Christopher Carter,82.5,75,80,85,105,110,115,85,115,200
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Men's Under 23 94Kg,Harry Peachey,89,85,-90,90,110,0,0,90,110,200
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Men's Under 23 85Kg,Toby Clarke,83.1,85,87,-90,100,105,-115,87,105,192
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Men's Senior 77Kg,Zack Ioannides,75.4,-75,75,80,95,100,-105,80,100,180
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Men's Under 23 77Kg,Mark Knighton,76.5,70,75,-80,100,-106,-106,75,100,175
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Women's Under 23 75Kg,Emily Pursehouse,73.5,60,-65,65,85,91,95,65,95,160
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Women's Under 23 63Kg,Amber Palmer,62.4,48,51,-54,63,66,-69,51,66,117
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Women's Under 23 69Kg,Erin Hoehnke,66.1,35,38,40,55,60,-65,40,60,100
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Women's Under 23 75Kg,Elise Davies,74.1,40,45,0,55,0,0,45,55,100
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Women's Junior Under 20 53Kg,Joy Rushton,53,35,38,41,45,-50,-50,41,45,86
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Women's Senior 48Kg,Katrine Stolarchuk,46.6,30,32,-35,43,45,47,32,47,79
Loughborough Last Minute Qualifying Competition 2017,2017-03-05,Men's Senior 77Kg,John Wheatcroft,76.9,-70,-70,-70,0,0,0,0,0,0
