event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Wildboar Summer Open,2022-07-23,Men's Senior 96Kg,Jack Dobson,94.9,-120,120,130,160,170,0,130,170,300
Wildboar Summer Open,2022-07-23,Men's Senior 109Kg,Jack Kilvington-New,108.3,115,-120,-120,145,-150,150,115,150,265
Wildboar Summer Open,2022-07-23,Men's Junior Under 20 89Kg,Finley Austin,86.5,110,115,-118,140,-146,-146,115,140,255
Wildboar Summer Open,2022-07-23,Men's Senior 89Kg,luke mander,86.7,106,110,114,140,-146,-150,114,140,254
Wildboar Summer Open,2022-07-23,Men's Senior 81Kg,axl raguindin,73.3,97,100,103,117,121,125,103,125,228
Wildboar Summer Open,2022-07-23,Men's Masters (40-44) 81Kg,Jonathan Mark Nel,80.2,95,100,105,117,122,-127,105,122,227
Wildboar Summer Open,2022-07-23,Men's Senior 73Kg,Jack Egan,72.7,95,100,103,114,118,122,103,122,225
Wildboar Summer Open,2022-07-23,Men's Under 23 81Kg,Lewis Thomas,78.6,-93,93,-97,123,127,-136,93,127,220
Wildboar Summer Open,2022-07-23,Men's Senior 89Kg,Liam lewis,85.7,-83,83,87,110,115,118,87,118,205
Wildboar Summer Open,2022-07-23,Men's Senior 96Kg,Oli Icely-Brown,95.8,85,88,91,108,112,-116,91,112,203
Wildboar Summer Open,2022-07-23,Men's Junior Under 20 73Kg,Harry hewitt smith,73,84,87,90,108,112,-116,90,112,202
Wildboar Summer Open,2022-07-23,Men's Senior 102Kg,Jack Hammerton,101.8,78,83,88,105,110,113,88,113,201
Wildboar Summer Open,2022-07-23,Men's Youth Under 17 89Kg,Joshua Byett,88.3,82,86,91,100,105,109,91,109,200
Wildboar Summer Open,2022-07-23,Men's Senior 89Kg,Nick Grew,86.5,80,85,88,105,109,112,88,112,200
Wildboar Summer Open,2022-07-23,Men's Senior 102Kg,Chris Fotheringham,101,80,85,90,100,105,110,90,110,200
Wildboar Summer Open,2022-07-23,Women's Senior 81Kg,Emma McCready,80.9,84,-87,90,104,107,110,90,110,200
Wildboar Summer Open,2022-07-23,Men's Junior Under 20 109+Kg,Jake Turley,135.5,80,84,87,100,105,110,87,110,197
Wildboar Summer Open,2022-07-23,Men's Under 23 89Kg,Ygor Alvarez Azevedo,85.5,83,86,-89,105,110,-117,86,110,196
Wildboar Summer Open,2022-07-23,Men's Masters (35-39) 81Kg,Robert Palmer,80.9,83,-87,-87,103,107,-112,83,107,190
Wildboar Summer Open,2022-07-23,Men's Senior 81Kg,Benjamin Johnson,80.7,78,-82,84,100,104,-108,84,104,188
Wildboar Summer Open,2022-07-23,Men's Masters (35-39) 102Kg,CARL SCHROEDER,101.7,75,80,-85,95,102,105,80,105,185
Wildboar Summer Open,2022-07-23,Men's Junior Under 20 81Kg,Elliott Brown,79.4,70,73,76,100,105,-110,76,105,181
Wildboar Summer Open,2022-07-23,Men's Senior 89Kg,Danny Elliott,85.7,65,72,-81,90,97,106,72,106,178
Wildboar Summer Open,2022-07-23,Men's Senior 73Kg,Aaron FitzGerald,71.1,70,73,77,90,93,95,77,95,172
Wildboar Summer Open,2022-07-23,Men's Senior 73Kg,Stewart Gough,70.5,64,68,71,95,100,-103,71,100,171
Wildboar Summer Open,2022-07-23,Men's Senior 73Kg,Barney Knight,71.9,65,68,71,95,-100,100,71,100,171
Wildboar Summer Open,2022-07-23,Men's Senior 109Kg,George Latter,108,75,-80,-80,-95,95,-103,75,95,170
Wildboar Summer Open,2022-07-23,Men's Masters (35-39) 67Kg,Craig Spicer,61.3,72,-75,77,84,87,91,77,91,168
Wildboar Summer Open,2022-07-23,Men's Masters (35-39) 96Kg,Tom Skelton,94.1,-67,67,70,90,94,98,70,98,168
Wildboar Summer Open,2022-07-23,Women's Senior 64Kg,Megan Dixon,64,68,71,-74,89,-92,92,71,92,163
Wildboar Summer Open,2022-07-23,Women's Senior 71Kg,Sally Bennett,67.4,65,70,73,80,85,88,73,88,161
Wildboar Summer Open,2022-07-23,Women's Under 23 71Kg,Rae Trowbridge,69.9,67,70,73,84,-88,88,73,88,161
Wildboar Summer Open,2022-07-23,Women's Under 23 76Kg,Kody Nordqvist,74.4,64,68,71,79,82,85,71,85,156
Wildboar Summer Open,2022-07-23,Women's Senior 59Kg,Lauren Palmer,58.2,55,58,80,-66,70,-75,80,70,150
Wildboar Summer Open,2022-07-23,Women's Senior 71Kg,Alessandra Gurney,70.1,62,65,68,82,-85,-86,68,82,150
Wildboar Summer Open,2022-07-23,Women's Senior 64Kg,Danielle Williams ,63.8,62,-65,65,77,79,-81,65,79,144
Wildboar Summer Open,2022-07-23,Women's Senior 71Kg,Grace Thomas,70.8,57,-60,60,79,-84,84,60,84,144
Wildboar Summer Open,2022-07-23,Men's Masters (45-49) 89Kg,David Liddington,89,55,62,-68,75,80,-83,62,80,142
Wildboar Summer Open,2022-07-23,Women's Senior 64Kg,Kate Rendall,61.2,-58,-58,58,80,84,-88,58,84,142
Wildboar Summer Open,2022-07-23,Women's Senior 64Kg,Kate Jones,63.1,-65,65,-67,72,75,-79,65,75,140
Wildboar Summer Open,2022-07-23,Women's Senior 64Kg,Kelly Loe,63.2,57,62,-67,75,78,-83,62,78,140
Wildboar Summer Open,2022-07-23,Women's Senior 64Kg,Alyssa Tresch,63.2,52,55,58,73,76,79,58,79,137
Wildboar Summer Open,2022-07-23,Women's Under 23 59Kg,Gabby Sully-Dunbar,56.4,58,-61,-62,75,78,-80,58,78,136
Wildboar Summer Open,2022-07-23,Women's Masters (40-44) 81Kg,Rachel Ellison,79.4,48,52,55,70,75,80,55,80,135
Wildboar Summer Open,2022-07-23,Men's Masters (45-49) 109Kg,Simon Paris,103,55,-58,-60,65,70,76,55,76,131
Wildboar Summer Open,2022-07-23,Men's Masters (40-44) 109Kg,Chris Buck,107.1,40,45,52,60,70,75,52,75,127
Wildboar Summer Open,2022-07-23,Men's Youth Under 17 81Kg,William Baylis,77.4,48,50,52,70,72,-76,52,72,124
Wildboar Summer Open,2022-07-23,Women's Senior 64Kg,natasha phillips,62.7,52,-56,56,64,68,-72,56,68,124
Wildboar Summer Open,2022-07-23,Women's Senior 55Kg,Jennifer Cooper,54.4,54,57,-60,60,64,66,57,66,123
Wildboar Summer Open,2022-07-23,Women's Senior 64Kg,Alexandra Bovey,62.4,54,-57,-57,65,68,-71,54,68,122
Wildboar Summer Open,2022-07-23,Men's Masters (65-69) 89Kg,nigel beresford,89,46,50,-53,65,70,-75,50,70,120
Wildboar Summer Open,2022-07-23,Women's Under 23 87+Kg,Cerys Blain,96.8,-48,48,51,61,64,68,51,68,119
Wildboar Summer Open,2022-07-23,Women's Under 23 87Kg,Elinor Dixon,85.1,48,-51,51,60,63,66,51,66,117
Wildboar Summer Open,2022-07-23,Women's Senior 64Kg,Kate I’Anson,62.7,46,49,-52,66,-70,-70,49,66,115
Wildboar Summer Open,2022-07-23,Women's Senior 71Kg,Sophie Cartwright,70.5,46,-49,51,58,61,64,51,64,115
Wildboar Summer Open,2022-07-23,Women's Youth Under 17 76Kg,Ava Saunders,75.9,47,50,53,54,57,60,53,60,113
Wildboar Summer Open,2022-07-23,Women's Youth Under 15 55Kg,Helena Molyneaux,55,-44,-44,44,58,61,65,44,65,109
Wildboar Summer Open,2022-07-23,Women's Youth Under 17 49Kg,Libby Ellison,48.8,41,44,46,56,60,62,46,62,108
Wildboar Summer Open,2022-07-23,Women's Senior 76Kg,Katie Walden,71.1,-45,45,48,55,58,-61,48,58,106
Wildboar Summer Open,2022-07-23,Women's Senior 64Kg,Harriet Burgess,61.2,37,40,43,58,61,-64,43,61,104
Wildboar Summer Open,2022-07-23,Women's Senior 59Kg,Jennifer Gough,58.7,40,42,-45,55,60,-62,42,60,102
Wildboar Summer Open,2022-07-23,Women's Senior 55Kg,Emily Przeslak,54.8,41,43,-46,-55,57,-60,43,57,100
Wildboar Summer Open,2022-07-23,Women's Senior 59Kg,Kerry Jumawan,58.3,42,44,-47,49,51,54,44,54,98
Wildboar Summer Open,2022-07-23,Women's Senior 64Kg,Samantha Banks,62,38,41,44,48,-51,51,44,51,95
Wildboar Summer Open,2022-07-23,Women's Senior 59Kg,Danyang Li,56.6,42,44,-46,50,-54,-54,44,50,94
Wildboar Summer Open,2022-07-23,Women's Senior 76Kg,Amy Burgess ,74.8,-35,35,38,50,53,56,38,56,94
Wildboar Summer Open,2022-07-23,Women's Under 23 87Kg,Danielle Chegwidden,82.8,37,40,-45,52,-60,-60,40,52,92
Wildboar Summer Open,2022-07-23,Men's Youth Under 15 81Kg,Max Andrews,79.1,32,35,40,42,46,50,40,50,90
Wildboar Summer Open,2022-07-23,Men's Youth Under 15 89Kg,cooper wilson,81.9,30,35,40,40,45,50,40,50,90
Wildboar Summer Open,2022-07-23,Women's Under 23 55Kg,Bethany Maitland,54.2,35,38,40,45,-49,50,40,50,90
Wildboar Summer Open,2022-07-23,Women's Junior Under 20 55Kg,Lily Crowther,53,37,-39,-39,42,45,49,37,49,86
Wildboar Summer Open,2022-07-23,Women's Masters (50-54) 55Kg,tracey beddis,53.8,30,33,35,40,44,47,35,47,82
Wildboar Summer Open,2022-07-23,Women's Youth Under 15 59Kg,Kayleigh Ellison,58.7,30,34,-37,41,44,-50,34,44,78
Wildboar Summer Open,2022-07-23,Men's Youth Under 15 55Kg,harry jones,51.9,22,-25,25,30,34,37,25,37,62
Wildboar Summer Open,2022-07-23,Women's Senior 64Kg,Mehnaz Patel,60.8,20,-23,-23,22,24,26,20,26,46
Wildboar Summer Open,2022-07-23,Men's Youth Under 15 49Kg,Charlie Liddington,46,12,15,17,20,24,26,17,26,43
